anio_chile,semana_chile,anio_noruega,semana_noruega,temperatura_chile_C,temperatura_noruega_C,delta_temperatura_C,delta_temperatura_abs_C,salinidad_chile_PSU,salinidad_noruega_PSU,delta_salinidad_PSU,delta_salinidad_abs_PSU,cumple_temperatura,cumple_salinidad,cumple_ambos_criterios,comparabilidad_general
2023,34,2024,8,3.746,3.371,0.375,0.375,32.644,33.958,-1.314,1.314,True,True,True,Comparable
2023,35,2024,9,3.806,4.181,-0.375,0.375,32.652,34.217,-1.565,1.565,True,True,True,Comparable
2023,36,2024,10,3.793,4.764,-0.971,0.971,32.662,34.341,-1.679,1.679,True,True,True,Comparable
2023,37,2024,11,3.895,4.714,-0.819,0.819,32.652,34.331,-1.679,1.679,True,True,True,Comparable
2023,38,2024,12,3.897,4.538,-0.641,0.641,32.69,34.301,-1.611,1.611,True,True,True,Comparable
2023,39,2024,13,4.1,4.056,0.044,0.044,32.671,34.278,-1.607,1.607,True,True,True,Comparable
2023,40,2024,14,4.237,3.817,0.42,0.42,32.647,34.339,-1.692,1.692,True,True,True,Comparable
2023,41,2024,15,4.514,4.434,0.08,0.08,32.671,34.308,-1.637,1.637,True,True,True,Comparable
2023,42,2024,16,4.925,4.699,0.226,0.226,32.664,34.318,-1.654,1.654,True,True,True,Comparable
2023,43,2024,17,5.231,4.99,0.241,0.241,32.669,34.336,-1.667,1.667,True,True,True,Comparable
2023,44,2024,18,5.337,5.744,-0.407,0.407,32.7,34.233,-1.533,1.533,True,True,True,Comparable
2023,45,2024,19,5.614,5.591,0.023,0.023,32.667,34.136,-1.469,1.469,True,True,True,Comparable
2023,46,2024,20,6.04,6.154,-0.114,0.114,32.687,33.799,-1.112,1.112,True,True,True,Comparable
2023,47,2024,21,6.32,6.646,-0.326,0.326,32.689,33.694,-1.005,1.005,True,True,True,Comparable
2023,48,2024,22,6.921,9.205,-2.284,2.284,32.701,33.481,-0.78,0.78,True,True,True,Comparable
2023,49,2024,23,7.24,9.939,-2.699,2.699,32.738,33.319,-0.581,0.581,True,True,True,Comparable
2023,50,2024,24,7.602,10.499,-2.897,2.897,32.737,33.399,-0.662,0.662,True,True,True,Comparable
2023,51,2024,25,7.895,11.499,-3.604,3.604,32.779,33.21,-0.431,0.431,False,True,False,No comparable
2023,52,2024,26,7.984,11.528,-3.544,3.544,32.806,33.16,-0.354,0.354,False,True,False,No comparable
2024,1,2024,27,8.426,12.089,-3.663,3.663,32.794,33.281,-0.487,0.487,False,True,False,No comparable
2024,2,2024,28,8.408,12.023,-3.615,3.615,32.836,33.071,-0.235,0.235,False,True,False,No comparable
2024,3,2024,29,8.43,13.276,-4.846,4.846,32.818,33.116,-0.298,0.298,False,True,False,No comparable
2024,4,2024,30,8.857,15.123,-6.266,6.266,32.8,32.645,0.155,0.155,False,True,False,No comparable
2024,5,2024,31,9.215,15.08,-5.865,5.865,32.794,32.75,0.044,0.044,False,True,False,No comparable
2024,6,2024,32,9.265,16.507,-7.242,7.242,32.767,32.611,0.156,0.156,False,True,False,No comparable
2024,7,2024,33,9.582,16.58,-6.998,6.998,32.786,32.688,0.098,0.098,False,True,False,No comparable
2024,8,2024,34,9.521,15.693,-6.172,6.172,32.752,33.003,-0.251,0.251,False,True,False,No comparable
2024,9,2024,35,9.767,14.544,-4.777,4.777,32.728,33.038,-0.31,0.31,False,True,False,No comparable
2024,10,2024,36,9.735,14.127,-4.392,4.392,32.687,33.05,-0.363,0.363,False,True,False,No comparable
2024,11,2024,37,9.362,13.761,-4.399,4.399,32.7,32.976,-0.276,0.276,False,True,False,No comparable
2024,12,2024,38,9.005,12.835,-3.83,3.83,32.711,32.886,-0.175,0.175,False,True,False,No comparable
2024,13,2024,39,8.899,11.746,-2.847,2.847,32.663,32.983,-0.32,0.32,True,True,True,Comparable
2024,14,2024,40,8.514,11.111,-2.597,2.597,32.63,33.077,-0.447,0.447,True,True,True,Comparable
2024,15,2024,41,8.117,10.073,-1.956,1.956,32.623,33.216,-0.593,0.593,True,True,True,Comparable
2024,16,2024,42,8.032,10.183,-2.151,2.151,32.522,33.09,-0.568,0.568,True,True,True,Comparable
2024,17,2024,43,7.707,9.976,-2.269,2.269,32.56,33.017,-0.457,0.457,True,True,True,Comparable
2024,18,2024,44,7.183,8.822,-1.639,1.639,32.573,33.019,-0.446,0.446,True,True,True,Comparable
2024,19,2024,45,6.794,8.64,-1.846,1.846,32.584,33.211,-0.627,0.627,True,True,True,Comparable
2024,20,2024,46,6.635,8.35,-1.715,1.715,32.616,33.168,-0.552,0.552,True,True,True,Comparable
2024,21,2024,47,6.286,7.273,-0.987,0.987,32.619,33.232,-0.613,0.613,True,True,True,Comparable
2024,22,2024,48,5.989,7.14,-1.151,1.151,32.61,33.351,-0.741,0.741,True,True,True,Comparable
2024,23,2024,49,5.709,6.505,-0.796,0.796,32.633,33.347,-0.714,0.714,True,True,True,Comparable
2024,24,2024,50,5.356,6.193,-0.837,0.837,32.641,33.372,-0.731,0.731,True,True,True,Comparable
2024,25,2024,51,4.753,5.216,-0.463,0.463,32.661,33.467,-0.806,0.806,True,True,True,Comparable
2024,26,2024,52,4.546,5.141,-0.595,0.595,32.651,33.53,-0.879,0.879,True,True,True,Comparable
