anio,semana,localidad,hembras_ovigeras,adultos_moviles,juveniles,temperatura,salinidad,pais,estacion,parasitos_totales,archivo_origen,localidad_id,zona,semana_homologada,anio_homologado,parasitos_totales_t1,anio_objetivo,semana_objetivo,fecha_t,fecha_t1,es_semana_siguiente,semana_sin,semana_cos
2014,7,110758,0.0,0.2,0.45,12.448,33.5,Chile,Verano,0.65,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,33,2014,1.16,2014.0,8.0,2014-02-10,2014-02-17,True,-0.7485107481711011,-0.6631226582407952
2014,8,110758,0.08,0.65,0.43,12.719,33.497,Chile,Verano,1.16,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,34,2014,6.42,2014.0,9.0,2014-02-17,2014-02-24,True,-0.8229838658936564,-0.5680647467311559
2014,9,110758,0.45,1.92,4.05,12.549,33.575,Chile,Verano,6.42,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,35,2014,8.43,2014.0,10.0,2014-02-24,2014-03-03,True,-0.8854560256532096,-0.4647231720437691
2014,10,110758,1.85,4.55,2.03,13.129,33.544,Chile,Verano,8.43,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,36,2014,10.829999999999998,2014.0,11.0,2014-03-03,2014-03-10,True,-0.9350162426854147,-0.3546048870425359
2014,11,110758,4.35,3.78,2.7,12.18,33.591,Chile,Verano,10.829999999999998,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,37,2014,11.1,2014.0,12.0,2014-03-10,2014-03-17,True,-0.970941817426052,-0.23931566428755774
2014,12,110758,4.57,3.65,2.88,11.099,33.693,Chile,Verano,11.1,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,38,2014,10.43,2014.0,13.0,2014-03-17,2014-03-24,True,-0.992708874098054,-0.12053668025532357
2014,13,110758,4.0,3.53,2.9,11.077,33.663,Chile,Verano,10.43,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,39,2014,7.35,2014.0,14.0,2014-03-24,2014-03-31,True,-1.0,-1.8369701987210297e-16
2014,14,110758,3.75,2.15,1.45,10.721,33.6,Chile,Otoño,7.35,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,40,2014,15.28,2014.0,15.0,2014-03-31,2014-04-07,True,-0.992708874098054,0.1205366802553232
2014,15,110758,8.75,4.13,2.4,11.074,33.561,Chile,Otoño,15.28,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,41,2014,15.88,2014.0,16.0,2014-04-07,2014-04-14,True,-0.9709418174260521,0.23931566428755738
2014,16,110758,8.32,4.28,3.28,10.477,33.613,Chile,Otoño,15.88,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,42,2014,2.88,2014.0,17.0,2014-04-14,2014-04-21,True,-0.9350162426854148,0.35460488704253557
2014,17,110758,0.0,0.0,2.88,10.667,33.512,Chile,Otoño,2.88,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,43,2014,3.8,2014.0,18.0,2014-04-21,2014-04-28,True,-0.8854560256532101,0.464723172043768
2014,18,110758,0.22,0.28,3.3,10.602,33.541,Chile,Otoño,3.8,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,44,2014,4.91,2014.0,19.0,2014-04-28,2014-05-05,True,-0.822983865893657,0.5680647467311548
2014,19,110758,1.42,1.27,2.22,10.49,33.497,Chile,Otoño,4.91,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,45,2014,8.02,2014.0,20.0,2014-05-05,2014-05-12,True,-0.7485107481711011,0.6631226582407952
2014,20,110758,2.17,2.55,3.3,10.176,33.434,Chile,Otoño,8.02,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,46,2014,8.57,2014.0,21.0,2014-05-12,2014-05-19,True,-0.6631226582407955,0.7485107481711007
2014,21,110758,2.67,2.75,3.15,9.772,33.272,Chile,Otoño,8.57,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,47,2014,10.46,2014.0,22.0,2014-05-19,2014-05-26,True,-0.5680647467311559,0.8229838658936564
2014,22,110758,3.45,3.38,3.63,9.855,33.454,Chile,Otoño,10.46,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,48,2014,12.32,2014.0,23.0,2014-05-26,2014-06-02,True,-0.4647231720437684,0.88545602565321
2014,23,110758,3.72,3.92,4.68,9.49,33.26,Chile,Otoño,12.32,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,49,2014,11.3,2014.0,24.0,2014-06-02,2014-06-09,True,-0.35460488704253595,0.9350162426854147
2014,24,110758,2.5,4.2,4.6,9.522,33.389,Chile,Otoño,11.3,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,50,2014,14.7,2014.0,25.0,2014-06-09,2014-06-16,True,-0.2393156642875578,0.970941817426052
2015,14,110758,1.35,2.67,2.2,12.027,33.416,Chile,Otoño,6.22,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,40,2015,5.21,2015.0,15.0,2015-03-30,2015-04-06,True,-0.992708874098054,0.1205366802553232
2015,15,110758,1.15,2.83,1.23,12.147,33.329,Chile,Otoño,5.21,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,41,2015,4.65,2015.0,16.0,2015-04-06,2015-04-13,True,-0.9709418174260521,0.23931566428755738
2015,16,110758,1.35,2.22,1.08,12.157,33.23,Chile,Otoño,4.65,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,42,2015,5.6,2015.0,17.0,2015-04-13,2015-04-20,True,-0.9350162426854148,0.35460488704253557
2015,17,110758,1.42,2.63,1.55,11.661,33.297,Chile,Otoño,5.6,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,43,2015,10.81,2015.0,18.0,2015-04-20,2015-04-27,True,-0.8854560256532101,0.464723172043768
2015,18,110758,2.53,3.35,4.93,11.74,33.233,Chile,Otoño,10.81,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,44,2015,14.43,2015.0,19.0,2015-04-27,2015-05-04,True,-0.822983865893657,0.5680647467311548
2015,19,110758,4.9,5.5,4.03,11.121,33.285,Chile,Otoño,14.43,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,45,2015,14.53,2015.0,20.0,2015-05-04,2015-05-11,True,-0.7485107481711011,0.6631226582407952
2015,20,110758,2.85,5.8,5.88,11.258,33.227,Chile,Otoño,14.53,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,46,2015,21.15,2015.0,21.0,2015-05-11,2015-05-18,True,-0.6631226582407955,0.7485107481711007
2015,21,110758,9.2,7.07,4.88,11.119,33.295,Chile,Otoño,21.15,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,47,2015,23.15,2015.0,22.0,2015-05-18,2015-05-25,True,-0.5680647467311559,0.8229838658936564
2015,22,110758,9.5,7.85,5.8,10.693,33.251,Chile,Otoño,23.15,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,48,2015,0.13,2015.0,23.0,2015-05-25,2015-06-01,True,-0.4647231720437684,0.88545602565321
2015,23,110758,0.03,0.0,0.1,10.609,33.183,Chile,Otoño,0.13,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,49,2015,1.11,2015.0,24.0,2015-06-01,2015-06-08,True,-0.35460488704253595,0.9350162426854147
2015,24,110758,0.1,0.03,0.98,10.318,33.134,Chile,Otoño,1.11,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,50,2015,1.62,2015.0,25.0,2015-06-08,2015-06-15,True,-0.2393156642875578,0.970941817426052
2015,25,110758,0.57,0.4,0.65,10.018,33.189,Chile,Otoño,1.62,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,51,2015,2.55,2015.0,26.0,2015-06-15,2015-06-22,True,-0.12053668025532363,0.992708874098054
2015,26,110758,0.7,0.85,1.0,9.764,33.188,Chile,Otoño,2.55,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,52,2015,1.92,2015.0,27.0,2015-06-22,2015-06-29,True,6.432490598706546e-16,1.0
2015,27,110758,0.15,0.57,1.2,9.496,33.179,Chile,Invierno,1.92,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,1,2016,4.02,2015.0,28.0,2015-06-29,2015-07-06,True,0.12053668025532305,0.992708874098054
2015,28,110758,1.0,1.85,1.17,9.312,33.152,Chile,Invierno,4.02,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,2,2016,3.8,2015.0,29.0,2015-07-06,2015-07-13,True,0.23931566428755774,0.970941817426052
2015,29,110758,1.3,1.73,0.77,9.069,33.181,Chile,Invierno,3.8,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,3,2016,5.37,2015.0,30.0,2015-07-13,2015-07-20,True,0.3546048870425356,0.9350162426854148
2015,30,110758,1.25,2.2,1.92,8.961,33.152,Chile,Invierno,5.37,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,4,2016,3.75,2015.0,31.0,2015-07-20,2015-07-27,True,0.4647231720437685,0.8854560256532099
2015,31,110758,0.98,1.35,1.42,9.259,33.168,Chile,Invierno,3.75,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,5,2016,4.08,2015.0,32.0,2015-07-27,2015-08-03,True,0.5680647467311558,0.8229838658936564
2015,32,110758,1.45,1.25,1.38,9.356,33.204,Chile,Invierno,4.08,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,6,2016,4.949999999999999,2015.0,33.0,2015-08-03,2015-08-10,True,0.6631226582407952,0.7485107481711011
2015,33,110758,1.3,0.75,2.9,9.165,33.082,Chile,Invierno,4.949999999999999,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,7,2016,3.07,2015.0,34.0,2015-08-10,2015-08-17,True,0.7485107481711011,0.6631226582407953
2015,34,110758,1.15,1.1,0.82,9.127,33.109,Chile,Invierno,3.07,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,8,2016,3.05,2015.0,35.0,2015-08-17,2015-08-24,True,0.8229838658936564,0.5680647467311559
2015,35,110758,1.25,1.1,0.7,9.46,33.157,Chile,Invierno,3.05,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,9,2016,3.94,2015.0,36.0,2015-08-24,2015-08-31,True,0.8854560256532099,0.4647231720437686
2015,36,110758,1.17,1.25,1.52,9.41,33.132,Chile,Invierno,3.94,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,10,2016,4.82,2015.0,37.0,2015-08-31,2015-09-07,True,0.9350162426854148,0.35460488704253557
2015,37,110758,1.45,1.7,1.67,9.103,33.142,Chile,Invierno,4.82,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,11,2016,2.89,2015.0,38.0,2015-09-07,2015-09-14,True,0.970941817426052,0.23931566428755804
2015,38,110758,1.42,0.77,0.7,8.785,33.152,Chile,Invierno,2.89,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,12,2016,3.28,2015.0,39.0,2015-09-14,2015-09-21,True,0.992708874098054,0.120536680255323
2015,39,110758,0.85,1.2,1.23,9.314,33.062,Chile,Invierno,3.28,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,13,2016,3.1,2015.0,40.0,2015-09-21,2015-09-28,True,1.0,-1.6081226496766366e-16
2015,40,110758,0.77,1.0,1.33,9.412,33.006,Chile,Primavera,3.1,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,14,2016,3.13,2015.0,41.0,2015-09-28,2015-10-05,True,0.992708874098054,-0.12053668025532288
2015,41,110758,1.13,1.35,0.65,9.61,33.043,Chile,Primavera,3.13,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,15,2016,6.699999999999999,2015.0,42.0,2015-10-05,2015-10-12,True,0.9709418174260521,-0.2393156642875575
2015,42,110758,1.8,2.75,2.15,10.008,33.003,Chile,Primavera,6.699999999999999,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,16,2016,6.65,2015.0,43.0,2015-10-12,2015-10-19,True,0.9350162426854148,-0.35460488704253545
2015,43,110758,2.35,2.25,2.05,10.2,32.99,Chile,Primavera,6.65,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,17,2016,7.47,2015.0,44.0,2015-10-19,2015-10-26,True,0.8854560256532099,-0.4647231720437685
2015,44,110758,2.38,2.92,2.17,10.697,33.005,Chile,Primavera,7.47,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,18,2016,6.25,2015.0,45.0,2015-10-26,2015-11-02,True,0.8229838658936565,-0.5680647467311557
2015,45,110758,2.5,2.05,1.7,10.337,33.142,Chile,Primavera,6.25,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,19,2016,6.8100000000000005,2015.0,46.0,2015-11-02,2015-11-09,True,0.7485107481711013,-0.663122658240795
2015,46,110758,2.58,2.2,2.03,11.142,33.095,Chile,Primavera,6.8100000000000005,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,20,2016,8.61,2015.0,47.0,2015-11-09,2015-11-16,True,0.6631226582407952,-0.7485107481711012
2015,47,110758,2.53,3.55,2.53,11.495,33.1,Chile,Primavera,8.61,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,21,2016,5.63,2015.0,48.0,2015-11-16,2015-11-23,True,0.5680647467311558,-0.8229838658936564
2015,48,110758,2.78,1.65,1.2,12.601,33.009,Chile,Primavera,5.63,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,22,2016,0.57,2015.0,49.0,2015-11-23,2015-11-30,True,0.46472317204376906,-0.8854560256532096
2015,49,110758,0.0,0.0,0.57,13.186,32.938,Chile,Primavera,0.57,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,23,2016,0.86,2015.0,50.0,2015-11-30,2015-12-07,True,0.35460488704253584,-0.9350162426854147
2015,50,110758,0.22,0.47,0.17,12.275,33.11,Chile,Primavera,0.86,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,24,2016,1.7799999999999998,2015.0,51.0,2015-12-07,2015-12-14,True,0.23931566428755768,-0.970941817426052
2015,51,110758,0.38,0.75,0.65,12.041,33.18,Chile,Primavera,1.7799999999999998,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,25,2016,2.2,2015.0,52.0,2015-12-14,2015-12-21,True,0.12053668025532308,-0.992708874098054
2016,1,110758,1.9,1.33,1.0,13.231,33.15,Chile,Verano,4.23,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,27,2016,3.5,2016.0,2.0,2016-01-04,2016-01-11,True,-0.12053668025532283,-0.992708874098054
2016,2,110758,1.58,0.75,1.17,13.072,33.313,Chile,Verano,3.5,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,28,2016,4.05,2016.0,3.0,2016-01-11,2016-01-18,True,-0.23931566428755743,-0.9709418174260521
2016,3,110758,1.6,1.98,0.47,15.231,33.138,Chile,Verano,4.05,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,29,2016,2.93,2016.0,4.0,2016-01-18,2016-01-25,True,-0.3546048870425356,-0.9350162426854148
2016,4,110758,1.13,0.95,0.85,15.332,33.148,Chile,Verano,2.93,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,30,2016,6.529999999999999,2016.0,5.0,2016-01-25,2016-02-01,True,-0.46472317204376806,-0.8854560256532101
2016,5,110758,2.13,1.77,2.63,15.355,33.092,Chile,Verano,6.529999999999999,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,31,2016,6.0200000000000005,2016.0,6.0,2016-02-01,2016-02-08,True,-0.5680647467311556,-0.8229838658936566
2016,6,110758,2.22,2.9,0.9,14.162,33.282,Chile,Verano,6.0200000000000005,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,32,2016,7.02,2016.0,7.0,2016-02-08,2016-02-15,True,-0.663122658240795,-0.7485107481711013
2016,7,110758,2.38,2.72,1.92,13.767,33.359,Chile,Verano,7.02,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,33,2016,8.27,2016.0,8.0,2016-02-15,2016-02-22,True,-0.7485107481711011,-0.6631226582407952
2016,8,110758,2.92,2.97,2.38,13.821,33.379,Chile,Verano,8.27,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,34,2016,12.38,2016.0,9.0,2016-02-22,2016-02-29,True,-0.8229838658936564,-0.5680647467311559
2016,9,110758,3.83,6.38,2.17,14.087,33.259,Chile,Verano,12.38,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,35,2016,12.98,2016.0,10.0,2016-02-29,2016-03-07,True,-0.8854560256532096,-0.4647231720437691
2016,10,110758,4.1,4.38,4.5,12.562,33.436,Chile,Verano,12.98,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,36,2016,12.44,2016.0,11.0,2016-03-07,2016-03-14,True,-0.9350162426854147,-0.3546048870425359
2016,11,110758,4.32,3.8,4.32,12.145,33.467,Chile,Verano,12.44,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,37,2016,12.82,2016.0,12.0,2016-03-14,2016-03-21,True,-0.970941817426052,-0.23931566428755774
2016,12,110758,4.22,4.53,4.07,11.952,33.495,Chile,Verano,12.82,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,38,2016,7.85,2016.0,13.0,2016-03-21,2016-03-28,True,-0.992708874098054,-0.12053668025532357
2016,13,110758,2.75,3.0,2.1,12.637,33.342,Chile,Verano,7.85,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,39,2016,8.829999999999998,2016.0,14.0,2016-03-28,2016-04-04,True,-1.0,-1.8369701987210297e-16
2016,14,110758,3.55,3.15,2.13,12.346,33.25,Chile,Otoño,8.829999999999998,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,40,2016,0.3,2016.0,15.0,2016-04-04,2016-04-11,True,-0.992708874098054,0.1205366802553232
2016,15,110758,0.0,0.0,0.3,11.757,33.289,Chile,Otoño,0.3,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,41,2016,0.3,2016.0,16.0,2016-04-11,2016-04-18,True,-0.9709418174260521,0.23931566428755738
2016,16,110758,0.0,0.08,0.22,10.961,33.309,Chile,Otoño,0.3,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,42,2016,0.76,2016.0,17.0,2016-04-18,2016-04-25,True,-0.9350162426854148,0.35460488704253557
2016,17,110758,0.05,0.28,0.43,10.791,33.12,Chile,Otoño,0.76,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,43,2016,1.09,2016.0,18.0,2016-04-25,2016-05-02,True,-0.8854560256532101,0.464723172043768
2016,18,110758,0.22,0.35,0.52,10.782,32.867,Chile,Otoño,1.09,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,44,2016,3.7,2016.0,19.0,2016-05-02,2016-05-09,True,-0.822983865893657,0.5680647467311548
2016,19,110758,1.2,0.77,1.73,10.847,32.691,Chile,Otoño,3.7,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,45,2016,6.13,2016.0,20.0,2016-05-09,2016-05-16,True,-0.7485107481711011,0.6631226582407952
2016,20,110758,2.05,1.95,2.13,10.617,32.633,Chile,Otoño,6.13,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,46,2016,6.95,2016.0,21.0,2016-05-16,2016-05-23,True,-0.6631226582407955,0.7485107481711007
2016,21,110758,2.35,2.8,1.8,10.103,32.72,Chile,Otoño,6.95,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,47,2016,10.8,2016.0,22.0,2016-05-23,2016-05-30,True,-0.5680647467311559,0.8229838658936564
2016,22,110758,2.5,3.2,5.1,9.909,32.781,Chile,Otoño,10.8,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,48,2016,0.4,2016.0,23.0,2016-05-30,2016-06-06,True,-0.4647231720437684,0.88545602565321
2016,23,110758,0.0,0.0,0.4,9.676,32.947,Chile,Otoño,0.4,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,49,2016,0.94,2016.0,24.0,2016-06-06,2016-06-13,True,-0.35460488704253595,0.9350162426854147
2016,24,110758,0.15,0.22,0.57,9.592,32.953,Chile,Otoño,0.94,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,50,2016,1.23,2016.0,25.0,2016-06-13,2016-06-20,True,-0.2393156642875578,0.970941817426052
2016,25,110758,0.35,0.43,0.45,9.402,32.937,Chile,Otoño,1.23,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,51,2016,1.94,2016.0,26.0,2016-06-20,2016-06-27,True,-0.12053668025532363,0.992708874098054
2016,26,110758,0.63,0.63,0.68,9.235,32.929,Chile,Otoño,1.94,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,52,2016,2.77,2016.0,27.0,2016-06-27,2016-07-04,True,6.432490598706546e-16,1.0
2016,27,110758,0.65,0.82,1.3,9.247,32.911,Chile,Invierno,2.77,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,1,2017,3.18,2016.0,28.0,2016-07-04,2016-07-11,True,0.12053668025532305,0.992708874098054
2016,28,110758,0.85,0.95,1.38,9.263,32.838,Chile,Invierno,3.18,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,2,2017,5.33,2016.0,29.0,2016-07-11,2016-07-18,True,0.23931566428755774,0.970941817426052
2016,29,110758,1.73,1.65,1.95,9.32,32.986,Chile,Invierno,5.33,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,3,2017,6.96,2016.0,30.0,2016-07-18,2016-07-25,True,0.3546048870425356,0.9350162426854148
2016,30,110758,2.33,2.75,1.88,9.201,32.9,Chile,Invierno,6.96,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,4,2017,8.2,2016.0,31.0,2016-07-25,2016-08-01,True,0.4647231720437685,0.8854560256532099
2017,26,110758,0.0,0.0,0.0,9.107,32.897,Chile,Otoño,0.0,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,52,2017,0.15,2017.0,27.0,2017-06-26,2017-07-03,True,6.432490598706546e-16,1.0
2017,27,110758,0.0,0.0,0.15,9.245,33.057,Chile,Invierno,0.15,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,1,2018,0.17,2017.0,28.0,2017-07-03,2017-07-10,True,0.12053668025532305,0.992708874098054
2017,28,110758,0.0,0.0,0.17,8.896,33.103,Chile,Invierno,0.17,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,2,2018,0.32,2017.0,29.0,2017-07-10,2017-07-17,True,0.23931566428755774,0.970941817426052
2017,29,110758,0.0,0.0,0.32,8.588,33.031,Chile,Invierno,0.32,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,3,2018,0.78,2017.0,30.0,2017-07-17,2017-07-24,True,0.3546048870425356,0.9350162426854148
2017,30,110758,0.05,0.38,0.35,8.815,33.157,Chile,Invierno,0.78,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,4,2018,0.64,2017.0,31.0,2017-07-24,2017-07-31,True,0.4647231720437685,0.8854560256532099
2017,31,110758,0.1,0.22,0.32,8.883,33.141,Chile,Invierno,0.64,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,5,2018,0.5900000000000001,2017.0,32.0,2017-07-31,2017-08-07,True,0.5680647467311558,0.8229838658936564
2017,32,110758,0.1,0.17,0.32,9.345,33.234,Chile,Invierno,0.5900000000000001,cargas_parasitarias_chile_110758_piojos_temp_sal_2014_2024_con_estacion_y_totales.csv,110758,Aysén,6,2018,0.6499999999999999,2017.0,33.0,2017-08-07,2017-08-14,True,0.6631226582407952,0.7485107481711011
