modelo,n_entrenamiento,n_prueba,MAE_RF,RMSE_RF,R2_RF,MAE_base_persistencia,RMSE_base_persistencia,R2_base_persistencia
chile,714,144,2.3631188305525495,4.316262221480972,0.4735591949006579,2.528611111111111,4.970217830012864,0.3019528657251843
