modelo,n_entrenamiento,n_prueba,MAE_RF,RMSE_RF,R2_RF,MAE_base_persistencia,RMSE_base_persistencia,R2_base_persistencia
chile,714,144,2.36140685059756,4.122840725507412,0.5196840404812582,2.528611111111111,4.970217830012864,0.3019528657251843
