pais,zona,localidad,localidad_id,anio,semana,estacion,anio_objetivo,semana_objetivo,parasitos_totales,parasitos_totales_t1,prediccion_rf,prediccion_base_persistencia,error_rf,error_abs_rf
Chile,Magallanes,120128,120128,2023,2,Verano,2023.0,3.0,0.0,0.0,0.04125885999754126,0.0,-0.04125885999754126,0.04125885999754126
Chile,Magallanes,120128,120128,2023,3,Verano,2023.0,4.0,0.0,0.0,0.03274108221976348,0.0,-0.03274108221976348,0.03274108221976348
Chile,Magallanes,120128,120128,2023,4,Verano,2023.0,5.0,0.0,0.0,0.030201776664207914,0.0,-0.030201776664207914,0.030201776664207914
Chile,Magallanes,120128,120128,2023,5,Verano,2023.0,6.0,0.0,0.06,0.045228535923467185,0.0,0.014771464076532813,0.014771464076532813
Chile,Magallanes,120128,120128,2023,6,Verano,2023.0,7.0,0.06,0.03,0.10286361408567794,0.06,-0.07286361408567794,0.07286361408567794
Chile,Magallanes,120128,120128,2023,7,Verano,2023.0,8.0,0.03,0.16,0.043261194653625906,0.03,0.1167388053463741,0.1167388053463741
Chile,Magallanes,120128,120128,2023,8,Verano,2023.0,9.0,0.16,0.08,0.31612281717888124,0.16,-0.23612281717888123,0.23612281717888123
Chile,Magallanes,120128,120128,2023,9,Verano,2023.0,10.0,0.08,0.18,0.25618931374181386,0.08,-0.07618931374181387,0.07618931374181387
Chile,Magallanes,120128,120128,2023,10,Verano,2023.0,11.0,0.18,0.18,0.3909952020202021,0.18,-0.2109952020202021,0.2109952020202021
Chile,Magallanes,120128,120128,2023,11,Verano,2023.0,12.0,0.18,0.08,0.438978321026885,0.18,-0.358978321026885,0.358978321026885
Chile,Magallanes,120128,120128,2023,12,Verano,2023.0,13.0,0.08,0.35,0.28030593906223894,0.08,0.06969406093776104,0.06969406093776104
Chile,Magallanes,120128,120128,2023,13,Verano,2023.0,14.0,0.35,0.51,0.6281574744660383,0.35,-0.1181574744660383,0.1181574744660383
Chile,Magallanes,120128,120128,2023,14,Otoño,2023.0,15.0,0.51,0.57,1.0628884824434817,0.51,-0.4928884824434817,0.4928884824434817
Chile,Magallanes,120128,120128,2023,15,Otoño,2023.0,16.0,0.57,0.65,1.076944711399711,0.57,-0.426944711399711,0.426944711399711
Chile,Magallanes,120128,120128,2023,16,Otoño,2023.0,17.0,0.65,0.73,1.2785350081360718,0.65,-0.5485350081360718,0.5485350081360718
Chile,Magallanes,120128,120128,2023,17,Otoño,2023.0,18.0,0.73,0.67,1.3870868734968733,0.73,-0.7170868734968733,0.7170868734968733
Chile,Magallanes,120128,120128,2023,18,Otoño,2023.0,19.0,0.67,2.35,1.3548052994227995,0.67,0.9951947005772006,0.9951947005772006
Chile,Magallanes,120128,120128,2023,19,Otoño,2023.0,20.0,2.35,3.03,3.325491416546417,2.35,-0.2954914165464171,0.2954914165464171
