año,semana,localidad,hembras_ovigeras,adultos_moviles,juveniles,temperatura,salinidad,pais,estacion,parasitos_totales,zona,semana_homologada,año_homologado,fecha_homologada
2018,30,102424,1.13,0.73,0.3,9.433,32.166,Chile,Invierno,2.16,Los Lagos,4,2019,2019-01-21
2018,31,102424,1.2,1.0,0.3,9.406,32.481,Chile,Invierno,2.5,Los Lagos,5,2019,2019-01-28
2018,32,102424,1.5,1.35,0.5,9.592,32.578,Chile,Invierno,3.35,Los Lagos,6,2019,2019-02-04
2018,33,102424,1.35,0.93,0.32,9.717,32.591,Chile,Invierno,2.6,Los Lagos,7,2019,2019-02-11
2018,34,102424,1.17,0.82,0.15,9.728,32.373,Chile,Invierno,2.14,Los Lagos,8,2019,2019-02-18
2018,35,102424,1.17,1.3,0.22,9.802,32.237,Chile,Invierno,2.69,Los Lagos,9,2019,2019-02-25
2018,36,102424,1.58,0.8,0.17,9.953,32.368,Chile,Invierno,2.55,Los Lagos,10,2019,2019-03-04
2018,37,102424,1.6,1.15,0.22,10.187,32.423,Chile,Invierno,2.97,Los Lagos,11,2019,2019-03-11
2018,38,102424,1.25,0.82,0.0,10.425,32.465,Chile,Invierno,2.07,Los Lagos,12,2019,2019-03-18
2018,39,102424,1.73,0.95,0.17,10.663,32.352,Chile,Invierno,2.85,Los Lagos,13,2019,2019-03-25
2018,40,102424,1.6,1.13,0.22,10.658,32.22,Chile,Primavera,2.95,Los Lagos,14,2019,2019-04-01
2018,41,102424,0.73,0.73,0.1,10.799,32.245,Chile,Primavera,1.56,Los Lagos,15,2019,2019-04-08
2018,42,102424,0.65,0.45,0.47,11.179,32.355,Chile,Primavera,1.57,Los Lagos,16,2019,2019-04-15
2018,43,102424,1.25,0.9,0.22,11.927,32.39,Chile,Primavera,2.37,Los Lagos,17,2019,2019-04-22
2018,44,102424,0.45,0.4,0.45,12.149,32.443,Chile,Primavera,1.3,Los Lagos,18,2019,2019-04-29
2018,45,102424,0.82,0.63,0.38,12.603,32.473,Chile,Primavera,1.83,Los Lagos,19,2019,2019-05-06
2018,46,102424,0.9,0.8,0.43,13.206,32.454,Chile,Primavera,2.1300000000000003,Los Lagos,20,2019,2019-05-13
2018,47,102424,0.7,0.73,0.5,13.129,32.507,Chile,Primavera,1.93,Los Lagos,21,2019,2019-05-20
2018,48,102424,1.38,0.5,1.25,13.831,32.447,Chile,Primavera,3.13,Los Lagos,22,2019,2019-05-27
2018,49,102424,1.42,0.95,0.93,14.154,32.508,Chile,Primavera,3.3000000000000003,Los Lagos,23,2019,2019-06-03
2018,50,102424,1.77,1.33,0.28,14.435,32.523,Chile,Primavera,3.38,Los Lagos,24,2019,2019-06-10
2018,51,102424,2.03,1.35,0.68,14.759,32.549,Chile,Primavera,4.06,Los Lagos,25,2019,2019-06-17
2018,52,102424,2.1,1.38,0.43,15.351,32.487,Chile,Primavera,3.91,Los Lagos,26,2019,2019-06-24
2019,1,102424,1.92,1.17,0.4,15.137,32.444,Chile,Verano,3.49,Los Lagos,27,2019,2019-07-01
2019,2,102424,2.03,1.2,0.43,15.123,32.339,Chile,Verano,3.66,Los Lagos,28,2019,2019-07-08
2019,3,102424,2.15,1.2,0.4,15.464,32.272,Chile,Verano,3.75,Los Lagos,29,2019,2019-07-15
2019,4,102424,1.97,1.33,0.5,15.564,32.268,Chile,Verano,3.8,Los Lagos,30,2019,2019-07-22
2019,5,102424,2.15,1.45,0.6,15.484,32.297,Chile,Verano,4.199999999999999,Los Lagos,31,2019,2019-07-29
2019,6,102424,NA,NA,NA,16.417,32.278,Chile,Verano,NA,Los Lagos,32,2019,2019-08-05
2019,7,102424,NA,NA,NA,15.764,32.27,Chile,Verano,NA,Los Lagos,33,2019,2019-08-12
2019,8,102424,NA,NA,NA,15.661,32.226,Chile,Verano,NA,Los Lagos,34,2019,2019-08-19
2019,9,102424,NA,NA,NA,14.905,32.352,Chile,Verano,NA,Los Lagos,35,2019,2019-08-26
2019,10,102424,NA,NA,NA,14.597,32.176,Chile,Verano,NA,Los Lagos,36,2019,2019-09-02
2019,11,102424,NA,NA,NA,14.839,32.257,Chile,Verano,NA,Los Lagos,37,2019,2019-09-09
2019,12,102424,NA,NA,NA,14.198,32.238,Chile,Verano,NA,Los Lagos,38,2019,2019-09-16
2019,13,102424,NA,NA,NA,14.077,32.285,Chile,Verano,NA,Los Lagos,39,2019,2019-09-23
2019,14,102424,NA,NA,NA,13.676,32.298,Chile,Otoño,NA,Los Lagos,40,2019,2019-09-30
2019,15,102424,NA,NA,NA,13.407,32.345,Chile,Otoño,NA,Los Lagos,41,2019,2019-10-07
2019,16,102424,NA,NA,NA,12.613,32.373,Chile,Otoño,NA,Los Lagos,42,2019,2019-10-14
2019,17,102424,NA,NA,NA,12.354,32.341,Chile,Otoño,NA,Los Lagos,43,2019,2019-10-21
2019,18,102424,NA,NA,NA,11.78,32.032,Chile,Otoño,NA,Los Lagos,44,2019,2019-10-28
2019,19,102424,NA,NA,NA,11.488,32.09,Chile,Otoño,NA,Los Lagos,45,2019,2019-11-04
2019,20,102424,NA,NA,NA,11.38,32.068,Chile,Otoño,NA,Los Lagos,46,2019,2019-11-11
2019,21,102424,NA,NA,NA,10.887,31.889,Chile,Otoño,NA,Los Lagos,47,2019,2019-11-18
2019,22,102424,NA,NA,NA,10.47,31.718,Chile,Otoño,NA,Los Lagos,48,2019,2019-11-25
2019,23,102424,NA,NA,NA,10.56,31.537,Chile,Otoño,NA,Los Lagos,49,2019,2019-12-02
2019,24,102424,NA,NA,NA,10.2,31.475,Chile,Otoño,NA,Los Lagos,50,2019,2019-12-09
2019,25,102424,NA,NA,NA,10.066,31.665,Chile,Otoño,NA,Los Lagos,51,2019,2019-12-16
2019,26,102424,NA,NA,NA,9.825,31.501,Chile,Otoño,NA,Los Lagos,52,2019,2019-12-23
2019,27,102424,NA,NA,NA,9.435,31.428,Chile,Invierno,NA,Los Lagos,1,2020,2019-12-30
2019,28,102424,NA,NA,NA,9.621,31.527,Chile,Invierno,NA,Los Lagos,2,2020,2020-01-06
2019,29,102424,NA,NA,NA,9.556,31.482,Chile,Invierno,NA,Los Lagos,3,2020,2020-01-13
2019,30,102424,NA,NA,NA,9.248,31.51,Chile,Invierno,NA,Los Lagos,4,2020,2020-01-20
2019,31,102424,NA,NA,NA,9.264,31.488,Chile,Invierno,NA,Los Lagos,5,2020,2020-01-27
2019,32,102424,NA,NA,NA,9.195,31.576,Chile,Invierno,NA,Los Lagos,6,2020,2020-02-03
2019,33,102424,NA,NA,NA,9.25,31.606,Chile,Invierno,NA,Los Lagos,7,2020,2020-02-10
2019,34,102424,NA,NA,NA,9.433,31.63,Chile,Invierno,NA,Los Lagos,8,2020,2020-02-17
2019,35,102424,NA,NA,NA,9.431,31.523,Chile,Invierno,NA,Los Lagos,9,2020,2020-02-24
2019,36,102424,NA,NA,NA,9.423,31.623,Chile,Invierno,NA,Los Lagos,10,2020,2020-03-02
2019,37,102424,NA,NA,NA,9.513,31.579,Chile,Invierno,NA,Los Lagos,11,2020,2020-03-09
2019,38,102424,NA,NA,NA,9.458,31.487,Chile,Invierno,NA,Los Lagos,12,2020,2020-03-16
2019,39,102424,NA,NA,NA,9.95,31.496,Chile,Invierno,NA,Los Lagos,13,2020,2020-03-23
2019,40,102424,NA,NA,NA,10.121,31.443,Chile,Primavera,NA,Los Lagos,14,2020,2020-03-30
2019,41,102424,NA,NA,NA,10.356,31.264,Chile,Primavera,NA,Los Lagos,15,2020,2020-04-06
2019,42,102424,NA,NA,NA,10.998,31.311,Chile,Primavera,NA,Los Lagos,16,2020,2020-04-13
2019,43,102424,0.0,0.0,0.63,11.393,31.385,Chile,Primavera,0.63,Los Lagos,17,2020,2020-04-20
2019,44,102424,0.08,0.05,0.17,11.421,31.299,Chile,Primavera,0.3,Los Lagos,18,2020,2020-04-27
2019,45,102424,0.38,0.43,0.35,11.661,31.237,Chile,Primavera,1.16,Los Lagos,19,2020,2020-05-04
2019,46,102424,0.52,0.45,0.57,12.946,31.284,Chile,Primavera,1.54,Los Lagos,20,2020,2020-05-11
2019,47,102424,0.65,0.73,0.5,13.247,31.246,Chile,Primavera,1.88,Los Lagos,21,2020,2020-05-18
2019,48,102424,1.1,1.3,0.43,13.124,31.094,Chile,Primavera,2.8300000000000005,Los Lagos,22,2020,2020-05-25
2019,49,102424,1.92,1.0,0.47,13.66,31.143,Chile,Primavera,3.39,Los Lagos,23,2020,2020-06-01
2019,50,102424,2.1,2.5,1.4,13.946,31.359,Chile,Primavera,6.0,Los Lagos,24,2020,2020-06-08
2019,51,102424,1.77,1.77,0.73,14.685,31.24,Chile,Primavera,4.27,Los Lagos,25,2020,2020-06-15
2019,52,102424,1.98,2.38,0.85,14.858,31.091,Chile,Primavera,5.209999999999999,Los Lagos,26,2020,2020-06-22
2020,1,102424,2.1,2.7,0.28,15.65,31.243,Chile,Verano,5.080000000000001,Los Lagos,27,2020,2020-06-29
2020,2,102424,1.88,1.77,0.25,15.121,31.269,Chile,Verano,3.9,Los Lagos,28,2020,2020-07-06
2020,3,102424,2.0,1.7,0.17,15.316,31.211,Chile,Verano,3.87,Los Lagos,29,2020,2020-07-13
2020,4,102424,2.15,1.67,0.68,15.334,31.426,Chile,Verano,4.5,Los Lagos,30,2020,2020-07-20
2020,5,102424,2.03,1.77,1.0,15.381,31.422,Chile,Verano,4.8,Los Lagos,31,2020,2020-07-27
2020,6,102424,1.23,2.0,0.95,15.509,31.388,Chile,Verano,4.18,Los Lagos,32,2020,2020-08-03
2020,7,102424,1.17,1.8,0.7,16.09,31.388,Chile,Verano,3.67,Los Lagos,33,2020,2020-08-10
2020,8,102424,1.55,1.88,0.93,15.645,31.451,Chile,Verano,4.359999999999999,Los Lagos,34,2020,2020-08-17
2020,9,102424,2.47,2.2,0.55,15.638,31.598,Chile,Verano,5.22,Los Lagos,35,2020,2020-08-24
2020,10,102424,2.45,2.28,0.8,15.768,31.812,Chile,Verano,5.53,Los Lagos,36,2020,2020-08-31
2020,11,102424,1.2,1.65,1.27,15.121,31.738,Chile,Verano,4.119999999999999,Los Lagos,37,2020,2020-09-07
2020,12,102424,2.3,1.98,1.08,14.91,31.747,Chile,Verano,5.359999999999999,Los Lagos,38,2020,2020-09-14
2020,13,102424,2.38,2.05,0.82,14.76,31.922,Chile,Verano,5.25,Los Lagos,39,2020,2020-09-21
2020,14,102424,2.42,2.58,0.77,14.502,31.866,Chile,Otoño,5.77,Los Lagos,40,2020,2020-09-28
2020,15,102424,2.4,2.42,0.65,13.946,31.923,Chile,Otoño,5.470000000000001,Los Lagos,41,2020,2020-10-05
2020,16,102424,2.63,3.0,0.7,13.417,31.935,Chile,Otoño,6.33,Los Lagos,42,2020,2020-10-12
2020,17,102424,2.17,1.8,0.6,13.049,31.924,Chile,Otoño,4.569999999999999,Los Lagos,43,2020,2020-10-19
2020,18,102424,2.13,1.88,0.52,12.791,31.83,Chile,Otoño,4.529999999999999,Los Lagos,44,2020,2020-10-26
2020,19,102424,1.27,1.58,0.22,12.594,31.671,Chile,Otoño,3.0700000000000003,Los Lagos,45,2020,2020-11-02
2020,20,102424,1.77,1.63,0.5,12.375,31.279,Chile,Otoño,3.9,Los Lagos,46,2020,2020-11-09
2020,21,102424,1.85,1.98,0.45,12.075,31.064,Chile,Otoño,4.28,Los Lagos,47,2020,2020-11-16
2020,22,102424,1.8,1.88,0.8,11.706,31.211,Chile,Otoño,4.48,Los Lagos,48,2020,2020-11-23
2020,23,102424,1.5,1.42,0.52,11.369,31.548,Chile,Otoño,3.44,Los Lagos,49,2020,2020-11-30
2020,24,102424,1.4,1.25,0.55,10.989,31.47,Chile,Otoño,3.2,Los Lagos,50,2020,2020-12-07
2020,25,102424,1.3,1.2,0.7,10.634,31.384,Chile,Otoño,3.2,Los Lagos,51,2020,2020-12-14
2020,26,102424,1.35,1.63,0.52,10.374,31.301,Chile,Otoño,3.5,Los Lagos,52,2020,2020-12-21
2020,27,102424,2.25,1.88,0.35,10.005,31.32,Chile,Invierno,4.48,Los Lagos,1,2021,2021-01-04
2020,28,102424,2.53,1.7,1.3,9.804,31.218,Chile,Invierno,5.529999999999999,Los Lagos,2,2021,2021-01-11
2020,29,102424,0.7,0.6,0.45,9.654,31.093,Chile,Invierno,1.7499999999999998,Los Lagos,3,2021,2021-01-18
2020,30,102424,0.15,0.35,0.13,9.54,31.043,Chile,Invierno,0.63,Los Lagos,4,2021,2021-01-25
2020,31,102424,0.3,0.5,0.35,9.364,31.002,Chile,Invierno,1.15,Los Lagos,5,2021,2021-02-01
2020,32,102424,0.6,0.57,0.4,9.316,31.007,Chile,Invierno,1.5699999999999998,Los Lagos,6,2021,2021-02-08
2020,33,102424,0.65,0.77,0.52,9.177,31.069,Chile,Invierno,1.94,Los Lagos,7,2021,2021-02-15
2020,34,102424,0.73,0.75,0.57,9.255,31.148,Chile,Invierno,2.05,Los Lagos,8,2021,2021-02-22
2020,35,102424,0.95,1.02,0.38,9.533,31.135,Chile,Invierno,2.35,Los Lagos,9,2021,2021-03-01
2020,36,102424,1.02,1.73,0.32,9.697,30.996,Chile,Invierno,3.07,Los Lagos,10,2021,2021-03-08
2020,37,102424,1.27,1.42,0.52,9.81,31.033,Chile,Invierno,3.21,Los Lagos,11,2021,2021-03-15
2020,38,102424,1.75,1.77,0.43,9.933,30.982,Chile,Invierno,3.95,Los Lagos,12,2021,2021-03-22
2020,39,102424,1.58,1.77,0.9,10.436,31.244,Chile,Invierno,4.25,Los Lagos,13,2021,2021-03-29
2020,40,102424,1.63,1.05,0.68,10.344,31.112,Chile,Primavera,3.36,Los Lagos,14,2021,2021-04-05
2020,41,102424,1.75,1.58,0.8,10.463,31.101,Chile,Primavera,4.13,Los Lagos,15,2021,2021-04-12
2020,42,102424,1.8,1.63,0.85,11.238,31.061,Chile,Primavera,4.279999999999999,Los Lagos,16,2021,2021-04-19
2020,43,102424,1.95,1.65,0.68,11.699,31.112,Chile,Primavera,4.279999999999999,Los Lagos,17,2021,2021-04-26
2020,44,102424,2.25,2.15,0.75,11.793,31.13,Chile,Primavera,5.15,Los Lagos,18,2021,2021-05-03
2020,45,102424,NA,NA,NA,12.661,31.082,Chile,Primavera,NA,Los Lagos,19,2021,2021-05-10
2020,46,102424,NA,NA,NA,13.181,31.22,Chile,Primavera,NA,Los Lagos,20,2021,2021-05-17
2020,47,102424,NA,NA,NA,13.96,31.376,Chile,Primavera,NA,Los Lagos,21,2021,2021-05-24
2020,48,102424,NA,NA,NA,13.417,31.52,Chile,Primavera,NA,Los Lagos,22,2021,2021-05-31
2020,49,102424,NA,NA,NA,13.659,31.454,Chile,Primavera,NA,Los Lagos,23,2021,2021-06-07
2020,50,102424,NA,NA,NA,14.218,31.448,Chile,Primavera,NA,Los Lagos,24,2021,2021-06-14
2020,51,102424,NA,NA,NA,14.12,31.432,Chile,Primavera,NA,Los Lagos,25,2021,2021-06-21
2020,52,102424,NA,NA,NA,14.895,31.448,Chile,Primavera,NA,Los Lagos,26,2021,2021-06-28
2021,1,102424,NA,NA,NA,15.352,31.478,Chile,Verano,NA,Los Lagos,27,2021,2021-07-05
2021,2,102424,NA,NA,NA,15.243,31.532,Chile,Verano,NA,Los Lagos,28,2021,2021-07-12
2021,3,102424,NA,NA,NA,16.255,31.498,Chile,Verano,NA,Los Lagos,29,2021,2021-07-19
2021,4,102424,NA,NA,NA,15.674,31.384,Chile,Verano,NA,Los Lagos,30,2021,2021-07-26
2021,5,102424,NA,NA,NA,15.488,31.485,Chile,Verano,NA,Los Lagos,31,2021,2021-08-02
2021,6,102424,NA,NA,NA,16.119,31.734,Chile,Verano,NA,Los Lagos,32,2021,2021-08-09
2021,7,102424,NA,NA,NA,15.567,31.912,Chile,Verano,NA,Los Lagos,33,2021,2021-08-16
2021,8,102424,NA,NA,NA,15.453,32.049,Chile,Verano,NA,Los Lagos,34,2021,2021-08-23
2021,9,102424,NA,NA,NA,15.688,32.2,Chile,Verano,NA,Los Lagos,35,2021,2021-08-30
2021,10,102424,NA,NA,NA,15.235,32.251,Chile,Verano,NA,Los Lagos,36,2021,2021-09-06
2021,11,102424,NA,NA,NA,15.099,32.39,Chile,Verano,NA,Los Lagos,37,2021,2021-09-13
2021,12,102424,NA,NA,NA,14.946,32.516,Chile,Verano,NA,Los Lagos,38,2021,2021-09-20
2021,13,102424,NA,NA,NA,14.593,32.607,Chile,Verano,NA,Los Lagos,39,2021,2021-09-27
2021,14,102424,NA,NA,NA,14.165,32.588,Chile,Otoño,NA,Los Lagos,40,2021,2021-10-04
2021,15,102424,1.27,1.95,0.35,13.857,32.52,Chile,Otoño,3.57,Los Lagos,41,2021,2021-10-11
2021,16,102424,1.25,1.58,0.52,13.367,32.411,Chile,Otoño,3.35,Los Lagos,42,2021,2021-10-18
2021,17,102424,1.4,1.73,0.45,13.086,32.351,Chile,Otoño,3.58,Los Lagos,43,2021,2021-10-25
2021,18,102424,2.15,1.83,0.3,12.715,32.239,Chile,Otoño,4.28,Los Lagos,44,2021,2021-11-01
2021,19,102424,2.5,2.15,0.3,12.395,32.36,Chile,Otoño,4.95,Los Lagos,45,2021,2021-11-08
2021,20,102424,1.9,2.0,0.6,12.181,32.365,Chile,Otoño,4.5,Los Lagos,46,2021,2021-11-15
2021,21,102424,1.8,2.3,0.5,11.725,32.141,Chile,Otoño,4.6,Los Lagos,47,2021,2021-11-22
2021,22,102424,1.7,2.1,0.4,11.209,31.598,Chile,Otoño,4.2,Los Lagos,48,2021,2021-11-29
2021,23,102424,NA,NA,NA,11.157,31.474,Chile,Otoño,NA,Los Lagos,49,2021,2021-12-06
2021,24,102424,NA,NA,NA,10.614,31.553,Chile,Otoño,NA,Los Lagos,50,2021,2021-12-13
2021,25,102424,NA,NA,NA,10.347,31.6,Chile,Otoño,NA,Los Lagos,51,2021,2021-12-20
2021,26,102424,NA,NA,NA,10.113,31.644,Chile,Otoño,NA,Los Lagos,52,2021,2021-12-27
2021,27,102424,NA,NA,NA,10.151,31.577,Chile,Invierno,NA,Los Lagos,1,2022,2022-01-03
2021,28,102424,NA,NA,NA,9.882,31.603,Chile,Invierno,NA,Los Lagos,2,2022,2022-01-10
2021,29,102424,NA,NA,NA,9.849,31.656,Chile,Invierno,NA,Los Lagos,3,2022,2022-01-17
2021,30,102424,NA,NA,NA,9.698,31.819,Chile,Invierno,NA,Los Lagos,4,2022,2022-01-24
2021,31,102424,NA,NA,NA,9.676,31.841,Chile,Invierno,NA,Los Lagos,5,2022,2022-01-31
2021,32,102424,NA,NA,NA,9.731,31.864,Chile,Invierno,NA,Los Lagos,6,2022,2022-02-07
2021,33,102424,NA,NA,NA,9.925,31.768,Chile,Invierno,NA,Los Lagos,7,2022,2022-02-14
2021,34,102424,NA,NA,NA,9.812,31.605,Chile,Invierno,NA,Los Lagos,8,2022,2022-02-21
2021,35,102424,NA,NA,NA,10.142,31.341,Chile,Invierno,NA,Los Lagos,9,2022,2022-02-28
2021,36,102424,NA,NA,NA,10.326,31.454,Chile,Invierno,NA,Los Lagos,10,2022,2022-03-07
2021,37,102424,NA,NA,NA,10.315,31.333,Chile,Invierno,NA,Los Lagos,11,2022,2022-03-14
2021,38,102424,NA,NA,NA,10.524,31.384,Chile,Invierno,NA,Los Lagos,12,2022,2022-03-21
2021,39,102424,NA,NA,NA,10.584,31.467,Chile,Invierno,NA,Los Lagos,13,2022,2022-03-28
2021,40,102424,NA,NA,NA,10.738,31.469,Chile,Primavera,NA,Los Lagos,14,2022,2022-04-04
2021,41,102424,NA,NA,NA,11.208,31.491,Chile,Primavera,NA,Los Lagos,15,2022,2022-04-11
2021,42,102424,NA,NA,NA,11.857,31.344,Chile,Primavera,NA,Los Lagos,16,2022,2022-04-18
2021,43,102424,NA,NA,NA,12.236,31.285,Chile,Primavera,NA,Los Lagos,17,2022,2022-04-25
2021,44,102424,NA,NA,NA,12.833,31.158,Chile,Primavera,NA,Los Lagos,18,2022,2022-05-02
2021,45,102424,0.0,0.0,0.0,13.367,31.288,Chile,Primavera,0.0,Los Lagos,19,2022,2022-05-09
2021,46,102424,0.0,0.0,0.17,13.297,31.381,Chile,Primavera,0.17,Los Lagos,20,2022,2022-05-16
2021,47,102424,0.03,0.08,0.32,13.597,31.44,Chile,Primavera,0.43,Los Lagos,21,2022,2022-05-23
2021,48,102424,0.05,0.17,0.05,13.818,31.637,Chile,Primavera,0.27,Los Lagos,22,2022,2022-05-30
2021,49,102424,0.32,0.43,0.22,14.577,31.909,Chile,Primavera,0.97,Los Lagos,23,2022,2022-06-06
2021,50,102424,0.43,0.45,0.35,14.765,31.757,Chile,Primavera,1.23,Los Lagos,24,2022,2022-06-13
2021,51,102424,0.82,0.47,0.32,15.671,31.865,Chile,Primavera,1.61,Los Lagos,25,2022,2022-06-20
2021,52,102424,0.77,0.45,0.28,16.27,31.841,Chile,Primavera,1.5,Los Lagos,26,2022,2022-06-27
2022,1,102424,0.88,0.65,0.25,16.372,31.789,Chile,Verano,1.78,Los Lagos,27,2022,2022-07-04
2022,2,102424,1.13,0.68,0.3,17.118,31.846,Chile,Verano,2.11,Los Lagos,28,2022,2022-07-11
2022,3,102424,1.6,1.0,0.35,16.501,31.912,Chile,Verano,2.95,Los Lagos,29,2022,2022-07-18
2022,4,102424,1.38,1.45,0.68,16.818,31.964,Chile,Verano,3.51,Los Lagos,30,2022,2022-07-25
2022,5,102424,1.15,1.27,0.7,16.898,32.011,Chile,Verano,3.12,Los Lagos,31,2022,2022-08-01
2022,6,102424,1.73,1.4,0.47,16.775,32.105,Chile,Verano,3.6,Los Lagos,32,2022,2022-08-08
2022,7,102424,1.98,1.33,0.45,16.311,32.271,Chile,Verano,3.76,Los Lagos,33,2022,2022-08-15
2022,8,102424,1.95,1.63,0.32,16.165,32.349,Chile,Verano,3.9,Los Lagos,34,2022,2022-08-22
2022,9,102424,2.8,2.1,0.25,15.641,32.255,Chile,Verano,5.15,Los Lagos,35,2022,2022-08-29
2022,10,102424,2.42,1.83,0.37,14.978,32.207,Chile,Verano,4.62,Los Lagos,36,2022,2022-09-05
2022,11,102424,2.4,1.95,0.38,14.946,32.217,Chile,Verano,4.73,Los Lagos,37,2022,2022-09-12
2022,12,102424,0.33,0.58,0.1,14.281,32.284,Chile,Verano,1.01,Los Lagos,38,2022,2022-09-19
2022,13,102424,0.2,0.28,0.12,13.711,32.3,Chile,Verano,0.6000000000000001,Los Lagos,39,2022,2022-09-26
2022,14,102424,0.22,0.33,0.13,13.263,32.187,Chile,Otoño,0.68,Los Lagos,40,2022,2022-10-03
2022,15,102424,0.2,0.28,0.33,13.011,32.178,Chile,Otoño,0.81,Los Lagos,41,2022,2022-10-10
2022,16,102424,0.42,0.58,0.25,12.708,32.186,Chile,Otoño,1.25,Los Lagos,42,2022,2022-10-17
2022,17,102424,0.9,1.42,0.35,11.788,32.364,Chile,Otoño,2.67,Los Lagos,43,2022,2022-10-24
2022,18,102424,0.87,1.15,0.4,11.56,31.934,Chile,Otoño,2.42,Los Lagos,44,2022,2022-10-31
2022,19,102424,1.1,1.28,0.4,11.328,31.885,Chile,Otoño,2.78,Los Lagos,45,2022,2022-11-07
2022,20,102424,1.23,1.57,0.48,10.989,31.927,Chile,Otoño,3.28,Los Lagos,46,2022,2022-11-14
2022,21,102424,1.35,1.95,0.5,10.549,31.67,Chile,Otoño,3.8,Los Lagos,47,2022,2022-11-21
2022,22,102424,1.6,1.75,0.57,10.017,31.809,Chile,Otoño,3.92,Los Lagos,48,2022,2022-11-28
2022,23,102424,1.7,1.8,0.65,9.803,31.642,Chile,Otoño,4.15,Los Lagos,49,2022,2022-12-05
2022,24,102424,1.92,2.87,0.75,9.735,31.623,Chile,Otoño,5.54,Los Lagos,50,2022,2022-12-12
2022,25,102424,2.03,1.85,1.1,9.158,31.547,Chile,Otoño,4.98,Los Lagos,51,2022,2022-12-19
2022,26,102424,2.18,1.98,1.17,9.011,31.541,Chile,Otoño,5.33,Los Lagos,52,2022,2022-12-26
2022,27,102424,2.25,2.17,1.1,9.119,31.623,Chile,Invierno,5.52,Los Lagos,1,2023,2023-01-02
2022,28,102424,2.63,2.98,1.02,8.757,31.555,Chile,Invierno,6.629999999999999,Los Lagos,2,2023,2023-01-09
2022,29,102424,2.9,3.67,0.9,8.607,31.524,Chile,Invierno,7.470000000000001,Los Lagos,3,2023,2023-01-16
2022,30,102424,3.68,3.43,1.13,8.447,31.565,Chile,Invierno,8.24,Los Lagos,4,2023,2023-01-23
2022,31,102424,3.77,3.63,1.43,8.48,31.703,Chile,Invierno,8.83,Los Lagos,5,2023,2023-01-30
2022,32,102424,3.8,3.73,1.45,8.581,31.734,Chile,Invierno,8.979999999999999,Los Lagos,6,2023,2023-02-06
2022,33,102424,4.15,3.28,0.72,8.673,31.619,Chile,Invierno,8.15,Los Lagos,7,2023,2023-02-13
2022,34,102424,4.23,3.55,1.33,8.722,31.489,Chile,Invierno,9.11,Los Lagos,8,2023,2023-02-20
2022,35,102424,4.02,3.65,2.0,8.974,31.471,Chile,Invierno,9.67,Los Lagos,9,2023,2023-02-27
2022,36,102424,3.8,4.07,1.2,9.22,31.523,Chile,Invierno,9.07,Los Lagos,10,2023,2023-03-06
2022,37,102424,2.93,3.9,1.33,9.523,31.442,Chile,Invierno,8.16,Los Lagos,11,2023,2023-03-13
2022,38,102424,2.97,3.13,1.78,9.722,31.418,Chile,Invierno,7.88,Los Lagos,12,2023,2023-03-20
2022,39,102424,2.73,3.17,1.87,10.231,31.52,Chile,Invierno,7.77,Los Lagos,13,2023,2023-03-27
2022,40,102424,2.82,3.2,1.75,10.444,31.48,Chile,Primavera,7.77,Los Lagos,14,2023,2023-04-03
2022,41,102424,2.9,3.22,1.62,10.787,31.381,Chile,Primavera,7.74,Los Lagos,15,2023,2023-04-10
2022,42,102424,2.85,3.2,1.95,11.965,31.395,Chile,Primavera,8.0,Los Lagos,16,2023,2023-04-17
2022,43,102424,NA,NA,NA,11.91,31.457,Chile,Primavera,NA,Los Lagos,17,2023,2023-04-24
2022,44,102424,NA,NA,NA,12.804,31.422,Chile,Primavera,NA,Los Lagos,18,2023,2023-05-01
2022,45,102424,NA,NA,NA,13.74,31.324,Chile,Primavera,NA,Los Lagos,19,2023,2023-05-08
2022,46,102424,NA,NA,NA,13.443,31.469,Chile,Primavera,NA,Los Lagos,20,2023,2023-05-15
2022,47,102424,NA,NA,NA,14.306,31.255,Chile,Primavera,NA,Los Lagos,21,2023,2023-05-22
2022,48,102424,NA,NA,NA,14.565,31.286,Chile,Primavera,NA,Los Lagos,22,2023,2023-05-29
2022,49,102424,NA,NA,NA,14.033,31.43,Chile,Primavera,NA,Los Lagos,23,2023,2023-06-05
2022,50,102424,NA,NA,NA,14.981,31.411,Chile,Primavera,NA,Los Lagos,24,2023,2023-06-12
2022,51,102424,NA,NA,NA,15.537,31.319,Chile,Primavera,NA,Los Lagos,25,2023,2023-06-19
2022,52,102424,NA,NA,NA,15.362,31.619,Chile,Primavera,NA,Los Lagos,26,2023,2023-06-26
2023,1,102424,NA,NA,NA,15.64,31.72,Chile,Verano,NA,Los Lagos,27,2023,2023-07-03
2023,2,102424,NA,NA,NA,15.852,31.715,Chile,Verano,NA,Los Lagos,28,2023,2023-07-10
2023,3,102424,NA,NA,NA,16.408,31.746,Chile,Verano,NA,Los Lagos,29,2023,2023-07-17
2023,4,102424,NA,NA,NA,16.878,31.663,Chile,Verano,NA,Los Lagos,30,2023,2023-07-24
2023,5,102424,NA,NA,NA,16.378,31.703,Chile,Verano,NA,Los Lagos,31,2023,2023-07-31
2023,6,102424,NA,NA,NA,16.312,31.701,Chile,Verano,NA,Los Lagos,32,2023,2023-08-07
