modelo,tiempo_entrenamiento_s,tiempo_prediccion_s,tiempo_importancia_permutacion_s,tiempo_shap_s,tiempo_total_modelo_s,tiempo_entrenamiento,tiempo_prediccion,tiempo_importancia_permutacion,tiempo_shap,tiempo_total_modelo
noruega,0.5255824001505971,0.016384299844503403,7.302557799965143,11.916366000194103,21.100383900105953,0.53 s,0.02 s,7.30 s,11.92 s,21.10 s
