anio,semana,localidad,hembras_ovigeras,adultos_moviles,juveniles,temperatura,salinidad,pais,estacion,parasitos_totales,archivo_origen,localidad_id,zona,semana_homologada,anio_homologado,fecha_t,parasitos_totales_t1,anio_objetivo,semana_objetivo,fecha_t1,es_semana_siguiente,fecha_lag1,parasitos_totales_lag1,hembras_ovigeras_lag1,adultos_moviles_lag1,juveniles_lag1,temperatura_lag1,salinidad_lag1,fecha_lag2,parasitos_totales_lag2,hembras_ovigeras_lag2,adultos_moviles_lag2,juveniles_lag2,temperatura_lag2,salinidad_lag2,fecha_lag3,parasitos_totales_lag3,hembras_ovigeras_lag3,adultos_moviles_lag3,juveniles_lag3,temperatura_lag3,salinidad_lag3,fecha_lag4,parasitos_totales_lag4,hembras_ovigeras_lag4,adultos_moviles_lag4,juveniles_lag4,temperatura_lag4,salinidad_lag4,parasitos_totales_media_4,hembras_ovigeras_media_4,adultos_moviles_media_4,juveniles_media_4,temperatura_media_4,salinidad_media_4,parasitos_totales_max_4,hembras_ovigeras_max_4,adultos_moviles_max_4,juveniles_max_4,delta_parasitos_1,delta_hembras_1,delta_adultos_1,delta_juveniles_1,delta_temperatura_1,delta_salinidad_1,semana_sin,semana_cos
2014,1,102424,0.43,0.25,0.08,14.942,33.137,Chile,Verano,0.7599999999999999,cargas_parasitarias_chile_102424_piojos_temp_sal_2014_2024.csv,102424,Los Lagos,27,2014,2013-12-30,0.6000000000000001,2014.0,2.0,2014-01-06,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12053668025532283,-0.992708874098054
2014,2,102424,0.38,0.17,0.05,15.428,33.182,Chile,Verano,0.6000000000000001,cargas_parasitarias_chile_102424_piojos_temp_sal_2014_2024.csv,102424,Los Lagos,28,2014,2014-01-06,0.48,2014.0,3.0,2014-01-13,True,2013-12-30,0.7599999999999999,0.43,0.25,0.08,14.942,33.137,,,,,,,,,,,,,,,,,,,,,,0.6799999999999999,0.405,0.21000000000000002,0.065,15.185,33.1595,0.7599999999999999,0.43,0.25,0.08,-0.1599999999999998,-0.04999999999999999,-0.07999999999999999,-0.03,0.48600000000000065,0.045000000000001705,-0.23931566428755743,-0.9709418174260521
2014,3,102424,0.3,0.1,0.08,16.371,33.24,Chile,Verano,0.48,cargas_parasitarias_chile_102424_piojos_temp_sal_2014_2024.csv,102424,Los Lagos,29,2014,2014-01-13,0.47,2014.0,4.0,2014-01-20,True,2014-01-06,0.6000000000000001,0.38,0.17,0.05,15.428,33.182,2013-12-30,0.7599999999999999,0.43,0.25,0.08,14.942,33.137,,,,,,,,,,,,,,,0.6133333333333333,0.36999999999999994,0.17333333333333334,0.07,15.580333333333334,33.18633333333333,0.7599999999999999,0.43,0.25,0.08,-0.1200000000000001,-0.08000000000000002,-0.07,0.03,0.9429999999999978,0.05799999999999983,-0.3546048870425356,-0.9350162426854148
2014,4,102424,0.17,0.25,0.05,15.815,33.238,Chile,Verano,0.47,cargas_parasitarias_chile_102424_piojos_temp_sal_2014_2024.csv,102424,Los Lagos,30,2014,2014-01-20,0.6100000000000001,2014.0,5.0,2014-01-27,True,2014-01-13,0.48,0.3,0.1,0.08,16.371,33.24,2014-01-06,0.6000000000000001,0.38,0.17,0.05,15.428,33.182,2013-12-30,0.7599999999999999,0.43,0.25,0.08,14.942,33.137,,,,,,,,0.5775,0.32,0.1925,0.065,15.639000000000001,33.199250000000006,0.7599999999999999,0.43,0.25,0.08,-0.010000000000000009,-0.12999999999999998,0.15,-0.03,-0.5559999999999992,-0.0020000000000024443,-0.46472317204376806,-0.8854560256532101
2014,5,102424,0.28,0.2,0.13,15.504,33.246,Chile,Verano,0.6100000000000001,cargas_parasitarias_chile_102424_piojos_temp_sal_2014_2024.csv,102424,Los Lagos,31,2014,2014-01-27,0.95,2014.0,6.0,2014-02-03,True,2014-01-20,0.47,0.17,0.25,0.05,15.815,33.238,2014-01-13,0.48,0.3,0.1,0.08,16.371,33.24,2014-01-06,0.6000000000000001,0.38,0.17,0.05,15.428,33.182,2013-12-30,0.7599999999999999,0.43,0.25,0.08,14.942,33.137,0.54,0.2825,0.18000000000000002,0.0775,15.779499999999999,33.2265,0.6100000000000001,0.38,0.25,0.13,0.14000000000000012,0.11000000000000001,-0.04999999999999999,0.08,-0.31099999999999994,0.008000000000002672,-0.5680647467311556,-0.8229838658936566
2014,6,102424,0.45,0.28,0.22,15.325,33.251,Chile,Verano,0.95,cargas_parasitarias_chile_102424_piojos_temp_sal_2014_2024.csv,102424,Los Lagos,32,2014,2014-02-03,0.65,2014.0,7.0,2014-02-10,True,2014-01-27,0.6100000000000001,0.28,0.2,0.13,15.504,33.246,2014-01-20,0.47,0.17,0.25,0.05,15.815,33.238,2014-01-13,0.48,0.3,0.1,0.08,16.371,33.24,2014-01-06,0.6000000000000001,0.38,0.17,0.05,15.428,33.182,0.6275000000000001,0.3,0.2075,0.12,15.75375,33.24375,0.95,0.45,0.28,0.22,0.33999999999999986,0.16999999999999998,0.08000000000000002,0.09,-0.17900000000000027,0.0049999999999954525,-0.663122658240795,-0.7485107481711013
2014,7,102424,0.3,0.22,0.13,15.613,33.28,Chile,Verano,0.65,cargas_parasitarias_chile_102424_piojos_temp_sal_2014_2024.csv,102424,Los Lagos,33,2014,2014-02-10,0.98,2014.0,8.0,2014-02-17,True,2014-02-03,0.95,0.45,0.28,0.22,15.325,33.251,2014-01-27,0.6100000000000001,0.28,0.2,0.13,15.504,33.246,2014-01-20,0.47,0.17,0.25,0.05,15.815,33.238,2014-01-13,0.48,0.3,0.1,0.08,16.371,33.24,0.6699999999999999,0.3,0.2375,0.1325,15.56425,33.253750000000004,0.95,0.45,0.28,0.22,-0.29999999999999993,-0.15000000000000002,-0.060000000000000026,-0.09,0.28800000000000026,0.029000000000003467,-0.7485107481711011,-0.6631226582407952
2014,8,102424,0.63,0.25,0.1,15.911,33.321,Chile,Verano,0.98,cargas_parasitarias_chile_102424_piojos_temp_sal_2014_2024.csv,102424,Los Lagos,34,2014,2014-02-17,1.18,2014.0,9.0,2014-02-24,True,2014-02-10,0.65,0.3,0.22,0.13,15.613,33.28,2014-02-03,0.95,0.45,0.28,0.22,15.325,33.251,2014-01-27,0.6100000000000001,0.28,0.2,0.13,15.504,33.246,2014-01-20,0.47,0.17,0.25,0.05,15.815,33.238,0.7975000000000001,0.415,0.2375,0.14500000000000002,15.58825,33.2745,0.98,0.63,0.28,0.22,0.32999999999999996,0.33,0.03,-0.03,0.29800000000000004,0.04099999999999682,-0.8229838658936564,-0.5680647467311559
2014,9,102424,0.68,0.35,0.15,15.515,33.396,Chile,Verano,1.18,cargas_parasitarias_chile_102424_piojos_temp_sal_2014_2024.csv,102424,Los Lagos,35,2014,2014-02-24,1.44,2014.0,10.0,2014-03-03,True,2014-02-17,0.98,0.63,0.25,0.1,15.911,33.321,2014-02-10,0.65,0.3,0.22,0.13,15.613,33.28,2014-02-03,0.95,0.45,0.28,0.22,15.325,33.251,2014-01-27,0.6100000000000001,0.28,0.2,0.13,15.504,33.246,0.94,0.515,0.275,0.15,15.591000000000001,33.312,1.18,0.68,0.35,0.22,0.19999999999999996,0.050000000000000044,0.09999999999999998,0.04999999999999999,-0.395999999999999,0.07500000000000284,-0.8854560256532096,-0.4647231720437691
2014,10,102424,0.75,0.52,0.17,15.511,33.424,Chile,Verano,1.44,cargas_parasitarias_chile_102424_piojos_temp_sal_2014_2024.csv,102424,Los Lagos,36,2014,2014-03-03,1.85,2014.0,11.0,2014-03-10,True,2014-02-24,1.18,0.68,0.35,0.15,15.515,33.396,2014-02-17,0.98,0.63,0.25,0.1,15.911,33.321,2014-02-10,0.65,0.3,0.22,0.13,15.613,33.28,2014-02-03,0.95,0.45,0.28,0.22,15.325,33.251,1.0625,0.59,0.335,0.1375,15.6375,33.35525,1.44,0.75,0.52,0.17,0.26,0.06999999999999995,0.17000000000000004,0.020000000000000018,-0.004000000000001336,0.027999999999998693,-0.9350162426854147,-0.3546048870425359
2014,11,102424,0.95,0.73,0.17,14.904,33.427,Chile,Verano,1.85,cargas_parasitarias_chile_102424_piojos_temp_sal_2014_2024.csv,102424,Los Lagos,37,2014,2014-03-10,1.7199999999999998,2014.0,12.0,2014-03-17,True,2014-03-03,1.44,0.75,0.52,0.17,15.511,33.424,2014-02-24,1.18,0.68,0.35,0.15,15.515,33.396,2014-02-17,0.98,0.63,0.25,0.1,15.911,33.321,2014-02-10,0.65,0.3,0.22,0.13,15.613,33.28,1.3624999999999998,0.7525,0.4625,0.1475,15.46025,33.391999999999996,1.85,0.95,0.73,0.17,0.41000000000000014,0.19999999999999996,0.20999999999999996,0.0,-0.6069999999999993,0.0030000000000001137,-0.970941817426052,-0.23931566428755774
2014,12,102424,1.02,0.57,0.13,14.462,33.454,Chile,Verano,1.7199999999999998,cargas_parasitarias_chile_102424_piojos_temp_sal_2014_2024.csv,102424,Los Lagos,38,2014,2014-03-17,1.83,2014.0,13.0,2014-03-24,True,2014-03-10,1.85,0.95,0.73,0.17,14.904,33.427,2014-03-03,1.44,0.75,0.52,0.17,15.511,33.424,2014-02-24,1.18,0.68,0.35,0.15,15.515,33.396,2014-02-17,0.98,0.63,0.25,0.1,15.911,33.321,1.5474999999999999,0.85,0.5425,0.15500000000000003,15.097999999999999,33.425250000000005,1.85,1.02,0.73,0.17,-0.13000000000000034,0.07000000000000006,-0.16000000000000003,-0.04000000000000001,-0.44200000000000017,0.027000000000001023,-0.992708874098054,-0.12053668025532357
2014,13,102424,0.95,0.8,0.08,14.181,33.484,Chile,Verano,1.83,cargas_parasitarias_chile_102424_piojos_temp_sal_2014_2024.csv,102424,Los Lagos,39,2014,2014-03-24,1.54,2014.0,14.0,2014-03-31,True,2014-03-17,1.7199999999999998,1.02,0.57,0.13,14.462,33.454,2014-03-10,1.85,0.95,0.73,0.17,14.904,33.427,2014-03-03,1.44,0.75,0.52,0.17,15.511,33.424,2014-02-24,1.18,0.68,0.35,0.15,15.515,33.396,1.71,0.9175,0.655,0.1375,14.764499999999998,33.447250000000004,1.85,1.02,0.8,0.17,0.11000000000000032,-0.07000000000000006,0.2300000000000001,-0.05,-0.2810000000000006,0.030000000000001137,-1.0,-1.8369701987210297e-16
2014,14,102424,0.73,0.73,0.08,13.765,33.509,Chile,Otoño,1.54,cargas_parasitarias_chile_102424_piojos_temp_sal_2014_2024.csv,102424,Los Lagos,40,2014,2014-03-31,1.45,2014.0,15.0,2014-04-07,True,2014-03-24,1.83,0.95,0.8,0.08,14.181,33.484,2014-03-17,1.7199999999999998,1.02,0.57,0.13,14.462,33.454,2014-03-10,1.85,0.95,0.73,0.17,14.904,33.427,2014-03-03,1.44,0.75,0.52,0.17,15.511,33.424,1.7349999999999999,0.9125000000000001,0.7075,0.11500000000000002,14.328,33.4685,1.85,1.02,0.8,0.17,-0.29000000000000004,-0.21999999999999997,-0.07000000000000006,0.0,-0.4159999999999986,0.02499999999999858,-0.992708874098054,0.1205366802553232
2014,15,102424,0.98,0.47,0.0,13.538,33.513,Chile,Otoño,1.45,cargas_parasitarias_chile_102424_piojos_temp_sal_2014_2024.csv,102424,Los Lagos,41,2014,2014-04-07,0.98,2014.0,16.0,2014-04-14,True,2014-03-31,1.54,0.73,0.73,0.08,13.765,33.509,2014-03-24,1.83,0.95,0.8,0.08,14.181,33.484,2014-03-17,1.7199999999999998,1.02,0.57,0.13,14.462,33.454,2014-03-10,1.85,0.95,0.73,0.17,14.904,33.427,1.635,0.92,0.6425,0.07250000000000001,13.9865,33.49,1.83,1.02,0.8,0.13,-0.09000000000000008,0.25,-0.26,-0.08,-0.2270000000000003,0.003999999999997783,-0.9709418174260521,0.23931566428755738
2014,16,102424,0.63,0.35,0.0,13.088,33.504,Chile,Otoño,0.98,cargas_parasitarias_chile_102424_piojos_temp_sal_2014_2024.csv,102424,Los Lagos,42,2014,2014-04-14,0.98,2014.0,17.0,2014-04-21,True,2014-04-07,1.45,0.98,0.47,0.0,13.538,33.513,2014-03-31,1.54,0.73,0.73,0.08,13.765,33.509,2014-03-24,1.83,0.95,0.8,0.08,14.181,33.484,2014-03-17,1.7199999999999998,1.02,0.57,0.13,14.462,33.454,1.45,0.8225,0.5874999999999999,0.04,13.642999999999999,33.5025,1.83,0.98,0.8,0.08,-0.47,-0.35,-0.12,0.0,-0.45000000000000107,-0.009000000000000341,-0.9350162426854148,0.35460488704253557
2014,17,102424,0.55,0.38,0.05,12.885,33.499,Chile,Otoño,0.98,cargas_parasitarias_chile_102424_piojos_temp_sal_2014_2024.csv,102424,Los Lagos,43,2014,2014-04-21,1.2000000000000002,2014.0,18.0,2014-04-28,True,2014-04-14,0.98,0.63,0.35,0.0,13.088,33.504,2014-04-07,1.45,0.98,0.47,0.0,13.538,33.513,2014-03-31,1.54,0.73,0.73,0.08,13.765,33.509,2014-03-24,1.83,0.95,0.8,0.08,14.181,33.484,1.2375,0.7225,0.4825,0.0325,13.318999999999999,33.506249999999994,1.54,0.98,0.73,0.08,0.0,-0.07999999999999996,0.030000000000000027,0.05,-0.2029999999999994,-0.0049999999999954525,-0.8854560256532101,0.464723172043768
2014,18,102424,0.63,0.47,0.1,12.524,33.491,Chile,Otoño,1.2000000000000002,cargas_parasitarias_chile_102424_piojos_temp_sal_2014_2024.csv,102424,Los Lagos,44,2014,2014-04-28,0.5,2014.0,19.0,2014-05-05,True,2014-04-21,0.98,0.55,0.38,0.05,12.885,33.499,2014-04-14,0.98,0.63,0.35,0.0,13.088,33.504,2014-04-07,1.45,0.98,0.47,0.0,13.538,33.513,2014-03-31,1.54,0.73,0.73,0.08,13.765,33.509,1.1525,0.6975,0.4175,0.037500000000000006,13.00875,33.50175,1.45,0.98,0.47,0.1,0.2200000000000002,0.07999999999999996,0.08999999999999997,0.05,-0.36100000000000065,-0.008000000000002672,-0.822983865893657,0.5680647467311548
2014,19,102424,0.32,0.15,0.03,12.172,33.434,Chile,Otoño,0.5,cargas_parasitarias_chile_102424_piojos_temp_sal_2014_2024.csv,102424,Los Lagos,45,2014,2014-05-05,1.04,2014.0,20.0,2014-05-12,True,2014-04-28,1.2000000000000002,0.63,0.47,0.1,12.524,33.491,2014-04-21,0.98,0.55,0.38,0.05,12.885,33.499,2014-04-14,0.98,0.63,0.35,0.0,13.088,33.504,2014-04-07,1.45,0.98,0.47,0.0,13.538,33.513,0.915,0.5325,0.3375,0.045,12.66725,33.482,1.2000000000000002,0.63,0.47,0.1,-0.7000000000000002,-0.31,-0.31999999999999995,-0.07,-0.35199999999999854,-0.05700000000000216,-0.7485107481711011,0.6631226582407952
2014,20,102424,0.47,0.4,0.17,11.927,33.423,Chile,Otoño,1.04,cargas_parasitarias_chile_102424_piojos_temp_sal_2014_2024.csv,102424,Los Lagos,46,2014,2014-05-12,1.15,2014.0,21.0,2014-05-19,True,2014-05-05,0.5,0.32,0.15,0.03,12.172,33.434,2014-04-28,1.2000000000000002,0.63,0.47,0.1,12.524,33.491,2014-04-21,0.98,0.55,0.38,0.05,12.885,33.499,2014-04-14,0.98,0.63,0.35,0.0,13.088,33.504,0.93,0.4925,0.35,0.08750000000000001,12.376999999999999,33.46175,1.2000000000000002,0.63,0.47,0.17,0.54,0.14999999999999997,0.25,0.14,-0.245000000000001,-0.01099999999999568,-0.6631226582407955,0.7485107481711007
2014,21,102424,0.5,0.4,0.25,11.676,33.383,Chile,Otoño,1.15,cargas_parasitarias_chile_102424_piojos_temp_sal_2014_2024.csv,102424,Los Lagos,47,2014,2014-05-19,1.04,2014.0,22.0,2014-05-26,True,2014-05-12,1.04,0.47,0.4,0.17,11.927,33.423,2014-05-05,0.5,0.32,0.15,0.03,12.172,33.434,2014-04-28,1.2000000000000002,0.63,0.47,0.1,12.524,33.491,2014-04-21,0.98,0.55,0.38,0.05,12.885,33.499,0.9725,0.48,0.355,0.1375,12.074750000000002,33.43275,1.2000000000000002,0.63,0.47,0.25,0.10999999999999988,0.030000000000000027,0.0,0.07999999999999999,-0.25099999999999945,-0.03999999999999915,-0.5680647467311559,0.8229838658936564
2014,22,102424,0.47,0.4,0.17,11.44,33.417,Chile,Otoño,1.04,cargas_parasitarias_chile_102424_piojos_temp_sal_2014_2024.csv,102424,Los Lagos,48,2014,2014-05-26,1.17,2014.0,23.0,2014-06-02,True,2014-05-19,1.15,0.5,0.4,0.25,11.676,33.383,2014-05-12,1.04,0.47,0.4,0.17,11.927,33.423,2014-05-05,0.5,0.32,0.15,0.03,12.172,33.434,2014-04-28,1.2000000000000002,0.63,0.47,0.1,12.524,33.491,0.9325,0.44,0.3375,0.15500000000000003,11.80375,33.41425,1.15,0.5,0.4,0.25,-0.10999999999999988,-0.030000000000000027,0.0,-0.07999999999999999,-0.23600000000000065,0.03399999999999892,-0.4647231720437684,0.88545602565321
2014,23,102424,0.7,0.3,0.17,10.908,33.157,Chile,Otoño,1.17,cargas_parasitarias_chile_102424_piojos_temp_sal_2014_2024.csv,102424,Los Lagos,49,2014,2014-06-02,1.3,2014.0,24.0,2014-06-09,True,2014-05-26,1.04,0.47,0.4,0.17,11.44,33.417,2014-05-19,1.15,0.5,0.4,0.25,11.676,33.383,2014-05-12,1.04,0.47,0.4,0.17,11.927,33.423,2014-05-05,0.5,0.32,0.15,0.03,12.172,33.434,1.1,0.5349999999999999,0.375,0.19000000000000003,11.48775,33.345,1.17,0.7,0.4,0.25,0.1299999999999999,0.22999999999999998,-0.10000000000000003,0.0,-0.532,-0.2600000000000051,-0.35460488704253595,0.9350162426854147
2014,24,102424,0.7,0.32,0.28,10.741,33.188,Chile,Otoño,1.3,cargas_parasitarias_chile_102424_piojos_temp_sal_2014_2024.csv,102424,Los Lagos,50,2014,2014-06-09,1.2,2014.0,25.0,2014-06-16,True,2014-06-02,1.17,0.7,0.3,0.17,10.908,33.157,2014-05-26,1.04,0.47,0.4,0.17,11.44,33.417,2014-05-19,1.15,0.5,0.4,0.25,11.676,33.383,2014-05-12,1.04,0.47,0.4,0.17,11.927,33.423,1.165,0.5925,0.355,0.21750000000000003,11.19125,33.28625,1.3,0.7,0.4,0.28,0.13000000000000012,0.0,0.020000000000000018,0.11000000000000001,-0.16699999999999982,0.03100000000000591,-0.2393156642875578,0.970941817426052
2014,25,102424,0.55,0.43,0.22,10.477,32.921,Chile,Otoño,1.2,cargas_parasitarias_chile_102424_piojos_temp_sal_2014_2024.csv,102424,Los Lagos,51,2014,2014-06-16,1.41,2014.0,26.0,2014-06-23,True,2014-06-09,1.3,0.7,0.32,0.28,10.741,33.188,2014-06-02,1.17,0.7,0.3,0.17,10.908,33.157,2014-05-26,1.04,0.47,0.4,0.17,11.44,33.417,2014-05-19,1.15,0.5,0.4,0.25,11.676,33.383,1.1775,0.605,0.36250000000000004,0.21000000000000002,10.891499999999999,33.17075,1.3,0.7,0.43,0.28,-0.10000000000000009,-0.1499999999999999,0.10999999999999999,-0.060000000000000026,-0.26399999999999935,-0.267000000000003,-0.12053668025532363,0.992708874098054
2014,26,102424,0.73,0.55,0.13,10.429,32.868,Chile,Otoño,1.41,cargas_parasitarias_chile_102424_piojos_temp_sal_2014_2024.csv,102424,Los Lagos,52,2014,2014-06-23,1.39,2014.0,27.0,2014-06-30,True,2014-06-16,1.2,0.55,0.43,0.22,10.477,32.921,2014-06-09,1.3,0.7,0.32,0.28,10.741,33.188,2014-06-02,1.17,0.7,0.3,0.17,10.908,33.157,2014-05-26,1.04,0.47,0.4,0.17,11.44,33.417,1.27,0.6699999999999999,0.4,0.2,10.63875,33.033500000000004,1.41,0.73,0.55,0.28,0.20999999999999996,0.17999999999999994,0.12000000000000005,-0.09,-0.04800000000000004,-0.05299999999999727,6.432490598706546e-16,1.0
2014,27,102424,0.7,0.52,0.17,10.27,32.78,Chile,Invierno,1.39,cargas_parasitarias_chile_102424_piojos_temp_sal_2014_2024.csv,102424,Los Lagos,1,2015,2014-06-30,1.58,2014.0,28.0,2014-07-07,True,2014-06-23,1.41,0.73,0.55,0.13,10.429,32.868,2014-06-16,1.2,0.55,0.43,0.22,10.477,32.921,2014-06-09,1.3,0.7,0.32,0.28,10.741,33.188,2014-06-02,1.17,0.7,0.3,0.17,10.908,33.157,1.325,0.6699999999999999,0.455,0.2,10.47925,32.93925,1.41,0.73,0.55,0.28,-0.020000000000000018,-0.030000000000000027,-0.030000000000000027,0.04000000000000001,-0.1590000000000007,-0.08800000000000097,0.12053668025532305,0.992708874098054
2014,28,102424,0.68,0.5,0.4,9.976,32.515,Chile,Invierno,1.58,cargas_parasitarias_chile_102424_piojos_temp_sal_2014_2024.csv,102424,Los Lagos,2,2015,2014-07-07,1.52,2014.0,29.0,2014-07-14,True,2014-06-30,1.39,0.7,0.52,0.17,10.27,32.78,2014-06-23,1.41,0.73,0.55,0.13,10.429,32.868,2014-06-16,1.2,0.55,0.43,0.22,10.477,32.921,2014-06-09,1.3,0.7,0.32,0.28,10.741,33.188,1.395,0.665,0.5,0.23,10.288,32.771,1.58,0.73,0.55,0.4,0.19000000000000017,-0.019999999999999907,-0.020000000000000018,0.23,-0.2939999999999987,-0.26500000000000057,0.23931566428755774,0.970941817426052
2014,29,102424,0.7,0.52,0.3,10.005,32.471,Chile,Invierno,1.52,cargas_parasitarias_chile_102424_piojos_temp_sal_2014_2024.csv,102424,Los Lagos,3,2015,2014-07-14,1.68,2014.0,30.0,2014-07-21,True,2014-07-07,1.58,0.68,0.5,0.4,9.976,32.515,2014-06-30,1.39,0.7,0.52,0.17,10.27,32.78,2014-06-23,1.41,0.73,0.55,0.13,10.429,32.868,2014-06-16,1.2,0.55,0.43,0.22,10.477,32.921,1.475,0.7025,0.5225,0.25,10.17,32.6585,1.58,0.73,0.55,0.4,-0.06000000000000005,0.019999999999999907,0.020000000000000018,-0.10000000000000003,0.028999999999999915,-0.044000000000004036,0.3546048870425356,0.9350162426854148
2014,30,102424,0.68,0.55,0.45,9.84,32.523,Chile,Invierno,1.68,cargas_parasitarias_chile_102424_piojos_temp_sal_2014_2024.csv,102424,Los Lagos,4,2015,2014-07-21,1.7799999999999998,2014.0,31.0,2014-07-28,True,2014-07-14,1.52,0.7,0.52,0.3,10.005,32.471,2014-07-07,1.58,0.68,0.5,0.4,9.976,32.515,2014-06-30,1.39,0.7,0.52,0.17,10.27,32.78,2014-06-23,1.41,0.73,0.55,0.13,10.429,32.868,1.5425,0.69,0.5225,0.32999999999999996,10.022749999999998,32.57225,1.68,0.7,0.55,0.45,0.15999999999999992,-0.019999999999999907,0.030000000000000027,0.15000000000000002,-0.16500000000000092,0.05200000000000671,0.4647231720437685,0.8854560256532099
2014,31,102424,0.75,0.88,0.15,9.911,32.711,Chile,Invierno,1.7799999999999998,cargas_parasitarias_chile_102424_piojos_temp_sal_2014_2024.csv,102424,Los Lagos,5,2015,2014-07-28,3.0500000000000003,2014.0,32.0,2014-08-04,True,2014-07-21,1.68,0.68,0.55,0.45,9.84,32.523,2014-07-14,1.52,0.7,0.52,0.3,10.005,32.471,2014-07-07,1.58,0.68,0.5,0.4,9.976,32.515,2014-06-30,1.39,0.7,0.52,0.17,10.27,32.78,1.6400000000000001,0.7025,0.6125,0.32499999999999996,9.933,32.55500000000001,1.7799999999999998,0.75,0.88,0.45,0.09999999999999987,0.06999999999999995,0.32999999999999996,-0.30000000000000004,0.07099999999999973,0.18799999999999528,0.5680647467311558,0.8229838658936564
2014,32,102424,1.33,1.52,0.2,9.987,32.773,Chile,Invierno,3.0500000000000003,cargas_parasitarias_chile_102424_piojos_temp_sal_2014_2024.csv,102424,Los Lagos,6,2015,2014-08-04,2.79,2014.0,33.0,2014-08-11,True,2014-07-28,1.7799999999999998,0.75,0.88,0.15,9.911,32.711,2014-07-21,1.68,0.68,0.55,0.45,9.84,32.523,2014-07-14,1.52,0.7,0.52,0.3,10.005,32.471,2014-07-07,1.58,0.68,0.5,0.4,9.976,32.515,2.0075,0.865,0.8675,0.275,9.93575,32.6195,3.0500000000000003,1.33,1.52,0.45,1.2700000000000005,0.5800000000000001,0.64,0.05000000000000002,0.07600000000000051,0.06200000000000472,0.6631226582407952,0.7485107481711011
2014,33,102424,1.58,1.08,0.13,9.845,32.676,Chile,Invierno,2.79,cargas_parasitarias_chile_102424_piojos_temp_sal_2014_2024.csv,102424,Los Lagos,7,2015,2014-08-11,0.17,2014.0,34.0,2014-08-18,True,2014-08-04,3.0500000000000003,1.33,1.52,0.2,9.987,32.773,2014-07-28,1.7799999999999998,0.75,0.88,0.15,9.911,32.711,2014-07-21,1.68,0.68,0.55,0.45,9.84,32.523,2014-07-14,1.52,0.7,0.52,0.3,10.005,32.471,2.3249999999999997,1.085,1.0075,0.23249999999999998,9.89575,32.670750000000005,3.0500000000000003,1.58,1.52,0.45,-0.26000000000000023,0.25,-0.43999999999999995,-0.07,-0.14199999999999946,-0.09700000000000131,0.7485107481711011,0.6631226582407953
2014,34,102424,0.0,0.0,0.17,10.159,32.705,Chile,Invierno,0.17,cargas_parasitarias_chile_102424_piojos_temp_sal_2014_2024.csv,102424,Los Lagos,8,2015,2014-08-18,0.37,2014.0,35.0,2014-08-25,True,2014-08-11,2.79,1.58,1.08,0.13,9.845,32.676,2014-08-04,3.0500000000000003,1.33,1.52,0.2,9.987,32.773,2014-07-28,1.7799999999999998,0.75,0.88,0.15,9.911,32.711,2014-07-21,1.68,0.68,0.55,0.45,9.84,32.523,1.9474999999999998,0.915,0.87,0.1625,9.9755,32.71625,3.0500000000000003,1.58,1.52,0.2,-2.62,-1.58,-1.08,0.04000000000000001,0.31400000000000006,0.028999999999996362,0.8229838658936564,0.5680647467311559
2014,35,102424,0.1,0.1,0.17,10.457,32.58,Chile,Invierno,0.37,cargas_parasitarias_chile_102424_piojos_temp_sal_2014_2024.csv,102424,Los Lagos,9,2015,2014-08-25,0.46,2014.0,36.0,2014-09-01,True,2014-08-18,0.17,0.0,0.0,0.17,10.159,32.705,2014-08-11,2.79,1.58,1.08,0.13,9.845,32.676,2014-08-04,3.0500000000000003,1.33,1.52,0.2,9.987,32.773,2014-07-28,1.7799999999999998,0.75,0.88,0.15,9.911,32.711,1.5950000000000002,0.7525000000000001,0.675,0.1675,10.112,32.6835,3.0500000000000003,1.58,1.52,0.2,0.19999999999999998,0.1,0.1,0.0,0.29800000000000004,-0.125,0.8854560256532099,0.4647231720437686
2014,36,102424,0.28,0.1,0.08,10.735,32.598,Chile,Invierno,0.46,cargas_parasitarias_chile_102424_piojos_temp_sal_2014_2024.csv,102424,Los Lagos,10,2015,2014-09-01,0.6499999999999999,2014.0,37.0,2014-09-08,True,2014-08-25,0.37,0.1,0.1,0.17,10.457,32.58,2014-08-18,0.17,0.0,0.0,0.17,10.159,32.705,2014-08-11,2.79,1.58,1.08,0.13,9.845,32.676,2014-08-04,3.0500000000000003,1.33,1.52,0.2,9.987,32.773,0.9475,0.49,0.32,0.1375,10.299,32.63975,2.79,1.58,1.08,0.17,0.09000000000000002,0.18000000000000002,0.0,-0.09000000000000001,0.2779999999999987,0.018000000000000682,0.9350162426854148,0.35460488704253557
2014,37,102424,0.15,0.2,0.3,10.796,32.532,Chile,Invierno,0.6499999999999999,cargas_parasitarias_chile_102424_piojos_temp_sal_2014_2024.csv,102424,Los Lagos,11,2015,2014-09-08,0.8500000000000001,2014.0,38.0,2014-09-15,True,2014-09-01,0.46,0.28,0.1,0.08,10.735,32.598,2014-08-25,0.37,0.1,0.1,0.17,10.457,32.58,2014-08-18,0.17,0.0,0.0,0.17,10.159,32.705,2014-08-11,2.79,1.58,1.08,0.13,9.845,32.676,0.4125,0.1325,0.1,0.18000000000000002,10.53675,32.60375,0.6499999999999999,0.28,0.2,0.3,0.1899999999999999,-0.13000000000000003,0.1,0.21999999999999997,0.06099999999999994,-0.0660000000000025,0.970941817426052,0.23931566428755804
