año,semana,localidad,hembras_ovigeras,adultos_moviles,juveniles
2014,1,120128,NA,NA,NA
2014,2,120128,NA,NA,NA
2014,3,120128,NA,NA,NA
2014,4,120128,NA,NA,NA
2014,5,120128,0.0,0.0,0.0
2014,6,120128,NA,NA,NA
2014,7,120128,NA,NA,NA
2014,8,120128,NA,NA,NA
2014,9,120128,0.0,0.0,0.0
2014,10,120128,NA,NA,NA
2014,11,120128,NA,NA,NA
2014,12,120128,NA,NA,NA
2014,13,120128,0.0,0.0,0.0
2014,14,120128,NA,NA,NA
2014,15,120128,NA,NA,NA
2014,16,120128,NA,NA,NA
2014,17,120128,0.0,0.0,0.0
2014,18,120128,NA,NA,NA
2014,19,120128,NA,NA,NA
2014,20,120128,NA,NA,NA
2014,21,120128,NA,NA,NA
2014,22,120128,0.0,0.0,0.0
2014,23,120128,NA,NA,NA
2014,24,120128,NA,NA,NA
2014,25,120128,NA,NA,NA
2014,26,120128,0.0,0.0,0.0
2014,27,120128,NA,NA,NA
2014,28,120128,NA,NA,NA
2014,29,120128,NA,NA,NA
2014,30,120128,NA,NA,NA
2014,31,120128,0.0,0.0,0.0
2014,32,120128,NA,NA,NA
2014,33,120128,NA,NA,NA
2014,34,120128,NA,NA,NA
2014,35,120128,0.0,0.0,0.0
2014,36,120128,NA,NA,NA
2014,37,120128,NA,NA,NA
2014,38,120128,NA,NA,NA
2014,39,120128,0.0,0.0,0.0
2014,40,120128,NA,NA,NA
2014,41,120128,NA,NA,NA
2014,42,120128,NA,NA,NA
2014,43,120128,NA,NA,NA
2014,44,120128,0.0,0.0,0.0
2014,45,120128,NA,NA,NA
2014,46,120128,NA,NA,NA
2014,47,120128,NA,NA,NA
2014,48,120128,0.0,0.0,0.0
2014,49,120128,NA,NA,NA
2014,50,120128,NA,NA,NA
2014,51,120128,NA,NA,NA
2014,52,120128,0.0,0.0,0.0
2015,1,120128,NA,NA,NA
2015,2,120128,NA,NA,NA
2015,3,120128,NA,NA,NA
