fecha,profundidad_m,latitud_promedio,longitud_promedio,temperatura_C,salinidad_PSU,archivo_origen,codigo_establecimiento,centro
2014-01-01,0.494025,-54.035713,-71.4127,8.281873325152057,33.64534872983183,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-01-02,0.494025,-54.035713,-71.4127,8.16583323265825,33.65828276478818,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-01-03,0.494025,-54.035713,-71.4127,8.133954469646726,33.661988583792535,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-01-04,0.494025,-54.035713,-71.4127,8.198618831379074,33.648909222600714,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-01-05,0.494025,-54.035713,-71.4127,8.21330259421042,33.641352258356555,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-01-06,0.494025,-54.035713,-71.4127,8.245251113814968,33.63888171235366,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-01-07,0.494025,-54.035713,-71.4127,8.20939622500113,33.64375014124172,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-01-08,0.494025,-54.035713,-71.4127,8.33405125673328,33.638663723000455,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-01-09,0.494025,-54.035713,-71.4127,8.500525365982737,33.63677448193942,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-01-10,0.494025,-54.035713,-71.4127,8.611473227185863,33.639245027942316,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-01-11,0.494025,-54.035713,-71.4127,8.583465955087117,33.62776425534061,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-01-12,0.494025,-54.035713,-71.4127,8.61485642194748,33.61998930174325,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-01-13,0.494025,-54.035713,-71.4127,8.7494168898889,33.61853603938861,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-01-14,0.494025,-54.035713,-71.4127,8.670243156807762,33.61592016715024,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-01-15,0.494025,-54.035713,-71.4127,8.587651350668498,33.62485773063132,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-01-16,0.494025,-54.035713,-71.4127,8.693402345691409,33.63212404240455,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-01-17,0.494025,-54.035713,-71.4127,8.866852114243168,33.63190605305135,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-01-18,0.494025,-54.035713,-71.4127,8.843379020690918,33.634594588407445,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-01-19,0.494025,-54.035713,-71.4127,8.753602285470281,33.63074344316764,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-01-20,0.494025,-54.035713,-71.4127,8.737558269074984,33.626310992985964,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-01-21,0.494025,-54.035713,-71.4127,8.7494168898889,33.62950817016618,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-01-22,0.494025,-54.035713,-71.4127,8.865945278533868,33.635175893349306,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-01-23,0.494025,-54.035713,-71.4127,8.949095137417316,33.63960834353098,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-01-24,0.494025,-54.035713,-71.4127,8.886488595179149,33.638518396764994,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-01-25,0.494025,-54.035713,-71.4127,8.797304790999208,33.630670780049904,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-01-26,0.494025,-54.035713,-71.4127,8.822486921080522,33.63023480134351,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-01-27,0.494025,-54.035713,-71.4127,8.778819293848105,33.634739914642914,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-01-28,0.494025,-54.035713,-71.4127,8.747603218470301,33.63364996787693,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-01-29,0.494025,-54.035713,-71.4127,8.797548939074789,33.63008947510804,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-01-30,0.494025,-54.035713,-71.4127,8.803513127778258,33.63277801046414,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-01-31,0.494025,-54.035713,-71.4127,8.764588948871408,33.63415860970105,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-02-01,0.494025,-54.035713,-71.4127,8.926354488091809,33.62929018081299,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-02-02,0.494025,-54.035713,-71.4127,9.027571304568223,33.631397411227226,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-02-03,0.494025,-54.035713,-71.4127,9.036221122103077,33.63524855646704,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-02-04,0.494025,-54.035713,-71.4127,9.09896717752729,33.630380127578974,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-02-05,0.494025,-54.035713,-71.4127,9.051428059382099,33.63357730475919,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-02-06,0.494025,-54.035713,-71.4127,8.951920279434749,33.623259142041206,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-02-07,0.494025,-54.035713,-71.4127,8.988995908626489,33.61265032685229,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-02-08,0.494025,-54.035713,-71.4127,8.968034052423068,33.621587890333366,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-02-09,0.494025,-54.035713,-71.4127,8.896742814353534,33.62587501427957,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-02-10,0.494025,-54.035713,-71.4127,8.890848382243089,33.627037624163286,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-02-11,0.494025,-54.035713,-71.4127,8.921785431248802,33.62740093975195,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-02-12,0.494025,-54.035713,-71.4127,8.88788372703961,33.62790958157608,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-02-13,0.494025,-54.035713,-71.4127,8.934271861399923,33.630380127578974,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-02-14,0.494025,-54.035713,-71.4127,9.042673606957708,33.62979882263711,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-02-15,0.494025,-54.035713,-71.4127,9.140751376748085,33.63045279069671,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-02-16,0.494025,-54.035713,-71.4127,9.239456955875669,33.62725561351648,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-02-17,0.494025,-54.035713,-71.4127,9.291286104491778,33.60829053978835,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
2014-02-18,0.494025,-54.035713,-71.4127,9.270254491695336,33.60552934131452,ACS_54_B_120128_temp_sal_2014_(1).nc,120128,ACS 54 B
