anio,semana,temperatura_media_C,salinidad_media_PSU,temperatura_min_C,temperatura_max_C,salinidad_min_PSU,salinidad_max_PSU,n_dias
2014,1,7.605,33.851,7.578,7.626,33.834,33.86,5
2014,2,7.512,33.872,7.094,7.693,33.846,33.91,7
2014,3,6.494,33.896,6.162,6.876,33.879,33.925,7
2014,4,6.2,33.995,6.123,6.357,33.946,34.051,7
2014,5,6.0,34.086,5.938,6.171,34.068,34.097,7
2014,6,6.219,34.031,6.097,6.374,34.011,34.056,7
2014,7,6.006,33.993,5.886,6.102,33.986,34.002,7
2014,8,5.824,33.972,5.729,5.887,33.936,33.987,7
2014,9,5.875,33.908,5.838,5.901,33.902,33.911,7
2014,10,5.833,33.854,5.803,5.887,33.801,33.904,7
2014,11,5.871,33.806,5.727,5.947,33.777,33.858,7
2014,12,5.715,33.821,5.618,5.815,33.807,33.837,7
2014,13,5.995,33.852,5.877,6.106,33.835,33.897,7
2014,14,6.026,33.854,5.997,6.091,33.821,33.869,7
2014,15,6.165,33.754,6.133,6.206,33.685,33.807,7
2014,16,6.23,33.673,6.157,6.416,33.61,33.78,7
2014,17,6.8,33.658,6.512,7.02,33.611,33.686,7
2014,18,6.859,33.697,6.752,7.034,33.685,33.709,7
2014,19,7.323,33.717,6.934,7.933,33.712,33.722,7
2014,20,7.77,33.657,7.631,8.046,33.532,33.721,7
2014,21,9.277,33.466,8.827,9.709,33.413,33.516,7
2014,22,9.932,33.512,9.465,10.765,33.473,33.527,7
2014,23,12.13,33.428,11.219,12.933,33.397,33.463,7
2014,24,12.638,33.37,12.055,13.2,33.348,33.387,7
2014,25,11.425,33.332,11.119,11.805,33.204,33.366,7
2014,26,11.029,32.637,10.891,11.145,32.274,32.998,7
2014,27,12.006,32.303,11.119,12.991,31.903,32.665,7
2014,28,14.06,32.523,13.165,14.774,32.339,32.649,7
2014,29,15.54,32.473,15.057,16.012,32.346,32.529,7
2014,30,17.189,32.521,16.51,17.424,32.498,32.548,7
2014,31,16.487,32.675,15.658,17.242,32.52,32.872,7
2014,32,16.314,32.905,15.838,16.51,32.85,32.953,7
2014,33,15.637,32.905,15.201,15.957,32.874,32.94,7
2014,34,14.377,33.009,14.174,14.888,32.994,33.036,7
2014,35,14.329,33.037,14.258,14.447,33.014,33.059,7
2014,36,14.114,32.963,13.887,14.349,32.933,33.046,7
2014,37,14.083,32.879,13.994,14.256,32.835,32.933,7
2014,38,14.107,32.775,13.943,14.225,32.703,32.824,7
2014,39,13.462,32.66,13.193,13.716,32.557,32.723,7
2014,40,12.801,32.644,12.655,12.996,32.61,32.705,7
