año,semana,localidad,hembras_ovigeras,adultos_moviles,juveniles
2015,35,33077,0.0,0.1,0.0
2015,36,33077,0.0,0.25,0.0
2015,37,33077,0.0,0.15,0.0
2015,38,33077,0.0,0.15,0.05
2015,39,33077,0.15,0.4,0.55
2015,40,33077,0.15,0.55,0.35
2015,41,33077,0.15,0.55,0.05
2015,42,33077,0.1,0.45,0.15
2015,43,33077,0.25,0.6,0.35
2015,44,33077,0.4,2.15,1.15
2015,45,33077,,,
2015,46,33077,0.3,1.4,0.75
2015,47,33077,0.4,1.7,0.85
2015,48,33077,0.0,0.15,0.0
2015,49,33077,0.05,0.1,0.05
2015,50,33077,0.0,0.15,0.15
2015,51,33077,0.0,0.3,1.2
2015,52,33077,0.0,0.45,1.2
2016,1,33077,0.35,1.35,0.6
2016,2,33077,0.4,3.1,1.45
2016,3,33077,0.75,3.5,1.0
2016,4,33077,0.0,0.0,0.35
2016,5,33077,0.0,0.08,0.4
2016,6,33077,0.0,0.28,2.65
2016,7,33077,0.0,0.45,3.7
2016,8,33077,0.0,0.48,3.88
2016,9,33077,0.02,2.78,2.92
2016,10,33077,0.02,1.9,0.6
2016,11,33077,0.12,1.02,0.15
2016,12,33077,0.15,1.05,0.57
2016,13,33077,0.08,0.38,0.22
2016,14,33077,0.22,0.45,0.38
2016,15,33077,0.25,0.38,0.38
2016,16,33077,0.3,0.65,0.15
2016,17,33077,0.48,0.8,0.48
2016,18,33077,0.07,0.12,1.12
2016,19,33077,0.07,0.33,0.42
2016,20,33077,0.15,0.55,0.55
2016,21,33077,0.22,0.62,0.6
2016,22,33077,0.35,1.1,0.7
2016,23,33077,0.35,1.5,1.1
2016,24,33077,0.45,1.8,0.65
2016,25,33077,0.55,2.05,1.0
2016,26,33077,0.05,0.25,0.75
2016,27,33077,0.2,1.5,2.85
2016,28,33077,0.3,2.15,2.0
2016,29,33077,0.3,2.05,1.5
2016,30,33077,0.6,2.35,1.15
2016,31,33077,0.0,0.2,0.9
2016,32,33077,0.0,0.35,0.7
2016,33,33077,0.0,0.75,1.3
2016,34,33077,0.25,1.1,1.5
2016,35,33077,0.25,1.65,1.45
2016,36,33077,0.3,1.5,1.0
2016,37,33077,0.4,2.1,0.65
2016,38,33077,0.05,0.3,0.9
2016,39,33077,0.0,0.7,0.2
2016,40,33077,0.15,1.1,1.25
2016,41,33077,0.25,1.6,0.5
2016,42,33077,0.15,1.45,0.55
2016,43,33077,0.3,1.4,1.2
2016,44,33077,,,
2016,45,33077,,,
2016,46,33077,,,
2016,47,33077,,,
2016,48,33077,,,
2016,49,33077,,,
2016,50,33077,,,
2016,51,33077,,,
2016,52,33077,,,
2017,1,33077,,,
2017,2,33077,,,
2017,3,33077,,,
2017,4,33077,,,
2017,5,33077,,,
2017,6,33077,,,
2017,7,33077,,,
2017,8,33077,,,
2017,9,33077,,,
2017,10,33077,,,
2017,11,33077,,,
2017,12,33077,,,
2017,13,33077,,,
2017,14,33077,,,
2017,15,33077,0.0,0.0,0.03
2017,16,33077,0.0,0.0,0.28
2017,17,33077,0.0,0.0,0.12
2017,18,33077,0.0,0.0,0.13
2017,19,33077,0.0,0.0,0.09
2017,20,33077,0.0,0.01,0.29
2017,21,33077,0.0,0.59,1.86
2017,22,33077,0.1,1.16,2.17
2017,23,33077,0.18,3.65,0.18
2017,24,33077,0.12,3.7,1.68
2017,25,33077,0.4,3.8,3.12
2017,26,33077,0.18,1.98,1.62
2017,27,33077,0.05,0.38,0.55
2017,28,33077,0.05,0.62,0.1
2017,29,33077,0.1,2.1,0.02
2017,30,33077,0.1,1.42,0.73
2017,31,33077,0.08,0.57,0.6
2017,32,33077,0.08,0.45,0.28
2017,33,33077,0.1,1.08,0.32
2017,34,33077,0.12,1.45,0.2
2017,35,33077,0.2,1.15,0.95
2017,36,33077,0.28,1.5,1.1
2017,37,33077,0.23,1.38,0.8
2017,38,33077,0.1,0.85,0.55
2017,39,33077,0.2,1.0,1.12
2017,40,33077,0.28,1.57,0.2
2017,41,33077,0.52,4.18,3.28
2017,42,33077,0.37,2.45,1.75
2017,43,33077,0.07,1.17,1.6
2017,44,33077,0.1,1.4,5.6
2017,45,33077,0.33,8.13,8.0
2017,46,33077,0.33,12.37,7.13
2017,47,33077,0.4,17.4,15.37
2017,48,33077,0.47,12.67,12.17
2017,49,33077,0.1,0.4,0.3
2017,50,33077,0.1,0.53,0.73
2017,51,33077,0.17,0.77,0.33
2017,52,33077,0.13,1.5,1.07
2018,1,33077,0.17,2.7,0.43
2018,2,33077,0.2,1.8,0.9
2018,3,33077,0.17,1.33,1.13
2018,4,33077,0.23,1.9,1.07
2018,5,33077,0.27,1.93,0.87
2018,6,33077,0.37,3.17,3.5
2018,7,33077,0.33,2.87,2.87
2018,8,33077,0.37,3.13,1.63
2018,9,33077,0.4,3.37,1.7
2018,10,33077,0.4,5.23,2.83
2018,11,33077,0.33,1.9,0.53
2018,12,33077,0.0,0.4,0.55
2018,13,33077,0.05,0.2,0.1
2018,14,33077,0.05,0.6,0.7
2018,15,33077,0.12,0.95,0.45
2018,16,33077,0.15,0.9,2.68
2018,17,33077,0.15,1.0,0.98
2018,18,33077,0.12,1.12,1.25
2018,19,33077,0.05,0.68,1.27
2018,20,33077,0.1,0.57,0.22
2018,21,33077,0.2,2.05,1.8
2018,22,33077,0.3,1.6,1.0
2018,23,33077,0.0,0.1,0.2
2018,24,33077,0.0,0.1,0.3
2018,25,33077,0.1,0.3,0.2
2018,26,33077,,,
2018,27,33077,,,
2018,28,33077,,,
2018,29,33077,,,
2018,30,33077,,,
2018,31,33077,,,
2018,32,33077,,,
2018,33,33077,,,
2018,34,33077,,,
2018,35,33077,,,
2018,36,33077,,,
2018,37,33077,,,
2018,38,33077,,,
2018,39,33077,,,
2018,40,33077,,,
2018,41,33077,,,
2018,42,33077,,,
2018,43,33077,,,
2018,44,33077,,,
2018,45,33077,,,
2018,46,33077,,,
2018,47,33077,,,
2018,48,33077,,,
2018,49,33077,,,
2018,50,33077,,,
2018,51,33077,,,
2018,52,33077,,,
2019,1,33077,,,
2019,2,33077,,,
2019,3,33077,,,
2019,4,33077,,,
2019,5,33077,,,
2019,6,33077,,,
2019,7,33077,,,
2019,8,33077,,,
2019,9,33077,,,
2019,10,33077,,,
2019,11,33077,,,
2019,12,33077,,,
2019,13,33077,0.0,0.0,0.0
2019,14,33077,0.0,0.0,0.0
2019,15,33077,0.0,0.0,0.12
2019,16,33077,0.0,0.0,0.1
2019,17,33077,0.0,0.0,0.78
2019,18,33077,0.0,0.04,1.01
2019,19,33077,0.0,0.18,0.86
2019,20,33077,0.0,0.55,1.21
2019,21,33077,0.12,0.96,0.4
2019,22,33077,0.12,1.02,0.8
2019,23,33077,0.08,1.0,0.58
2019,24,33077,0.12,1.02,0.3
2019,25,33077,0.15,1.05,0.25
2019,26,33077,0.22,2.03,1.27
2019,27,33077,0.25,2.8,1.78
2019,28,33077,0.42,5.78,0.6
2019,29,33077,0.42,2.8,0.02
2019,30,33077,0.48,2.92,0.0
2019,31,33077,0.03,0.07,0.02
2019,32,33077,0.15,0.62,0.38
2019,33,33077,0.22,1.15,0.15
2019,34,33077,0.28,1.23,0.0
2019,35,33077,0.5,2.0,0.3
2019,36,33077,0.4,3.92,0.3
2019,37,33077,0.0,0.02,0.38
2019,38,33077,0.05,2.58,0.08
2019,39,33077,0.32,4.03,0.4
2019,40,33077,0.42,3.47,0.22
2019,41,33077,0.02,0.38,1.15
2019,42,33077,0.0,4.42,6.6
2019,43,33077,0.0,6.78,4.32
2019,44,33077,0.48,12.02,3.65
2019,45,33077,0.1,0.52,1.45
2019,46,33077,0.4,0.98,0.75
2019,47,33077,0.28,3.92,1.35
2019,48,33077,0.38,2.72,0.9
2019,49,33077,0.52,4.8,2.98
2019,50,33077,0.6,2.47,1.7
2019,51,33077,0.15,0.22,0.8
2019,52,33077,0.2,0.3,0.92
2020,1,33077,0.43,1.33,1.78
2020,2,33077,0.48,18.0,9.9
2020,3,33077,1.6,30.55,3.65
2020,4,33077,1.27,17.2,4.22
2020,5,33077,0.92,15.75,3.7
2020,6,33077,0.47,2.9,4.2
2020,7,33077,0.43,2.68,3.1
2020,8,33077,0.48,9.35,4.68
2020,9,33077,0.0,0.05,3.9
2020,10,33077,0.16,3.11,3.53
2020,11,33077,0.1,4.61,2.71
2020,12,33077,0.25,5.52,1.89
2020,13,33077,0.35,6.95,2.25
2020,14,33077,0.31,6.94,2.64
2020,15,33077,0.02,0.1,1.55
2020,16,33077,0.11,1.9,0.44
2020,17,33077,0.15,2.72,0.25
2020,18,33077,0.18,2.67,0.22
2020,19,33077,0.08,0.02,0.12
2020,20,33077,0.15,0.65,0.4
2020,21,33077,0.18,0.68,0.72
2020,22,33077,0.08,1.12,1.02
2020,23,33077,0.15,3.6,0.65
2020,24,33077,0.35,2.25,0.7
2020,25,33077,0.4,2.4,0.7
2020,26,33077,,,
2020,27,33077,,,
2020,28,33077,,,
2020,29,33077,,,
2020,30,33077,,,
2020,31,33077,,,
2020,32,33077,,,
2020,33,33077,,,
2020,34,33077,,,
2020,35,33077,,,
2020,36,33077,,,
2020,37,33077,,,
2020,38,33077,,,
2020,39,33077,,,
2020,40,33077,,,
2020,41,33077,,,
2020,42,33077,,,
2020,43,33077,,,
2020,44,33077,,,
2020,45,33077,,,
2020,46,33077,,,
2020,47,33077,,,
2020,48,33077,,,
2020,49,33077,,,
2020,50,33077,,,
2020,51,33077,,,
2020,52,33077,,,
2021,1,33077,,,
2021,2,33077,,,
2021,3,33077,,,
2021,4,33077,,,
2021,5,33077,,,
2021,6,33077,,,
2021,7,33077,,,
2021,8,33077,0.0,0.0,0.0
2021,9,33077,0.0,0.0,0.06
2021,10,33077,0.0,0.0,0.15
2021,11,33077,0.0,0.0,0.15
2021,12,33077,0.0,0.01,0.14
2021,13,33077,0.0,0.08,0.19
2021,14,33077,0.0,0.25,0.2
2021,15,33077,0.0,0.44,0.12
2021,16,33077,0.0,0.26,0.12
2021,17,33077,0.02,0.39,0.06
2021,18,33077,0.06,0.49,0.15
2021,19,33077,0.09,0.41,0.08
2021,20,33077,0.02,0.16,0.0
2021,21,33077,0.05,0.11,0.05
2021,22,33077,0.05,0.09,0.04
2021,23,33077,0.06,0.08,0.0
2021,24,33077,0.08,0.15,0.01
2021,25,33077,0.01,0.28,0.09
2021,26,33077,0.08,0.44,0.02
2021,27,33077,0.2,0.59,0.24
2021,28,33077,0.14,1.12,0.26
2021,29,33077,0.26,1.09,0.36
2021,30,33077,0.44,4.11,0.24
2021,31,33077,1.31,5.38,0.35
2021,32,33077,2.35,4.03,0.32
2021,33,33077,0.48,1.0,0.2
2021,34,33077,0.43,5.6,1.98
2021,35,33077,0.09,0.14,0.35
2021,36,33077,0.38,4.26,0.51
2021,37,33077,0.44,5.0,1.33
2021,38,33077,0.78,5.15,1.75
2021,39,33077,0.08,0.18,0.52
2021,40,33077,0.39,1.5,2.16
2021,41,33077,0.12,0.1,3.31
2021,42,33077,0.15,3.82,5.9
2021,43,33077,0.42,3.3,5.38
2021,44,33077,0.16,0.21,5.78
2021,45,33077,0.14,0.15,5.08
2021,46,33077,0.22,2.58,5.07
2021,47,33077,0.45,14.3,8.08
2021,48,33077,0.32,3.65,3.88
2021,49,33077,0.25,0.6,1.8
2021,50,33077,0.3,4.65,1.68
2021,51,33077,0.4,3.05,1.98
2021,52,33077,0.48,3.7,1.35
2022,1,33077,0.32,1.23,1.2
2022,2,33077,0.25,0.85,2.3
2022,3,33077,0.35,3.12,7.58
2022,4,33077,0.42,5.28,4.12
2022,5,33077,0.43,5.1,6.25
2022,6,33077,0.4,6.2,7.48
2022,7,33077,0.45,6.78,8.05
2022,8,33077,0.3,3.8,3.1
2022,9,33077,0.38,2.58,2.17
2022,10,33077,0.47,4.2,2.77
2022,11,33077,0.27,1.2,1.8
2022,12,33077,0.17,2.9,0.67
2022,13,33077,0.2,3.17,0.73
2022,14,33077,0.33,3.4,0.6
2022,15,33077,0.3,2.5,1.43
2022,16,33077,0.18,3.03,1.05
2022,17,33077,0.17,2.32,0.62
2022,18,33077,0.18,1.0,0.53
2022,19,33077,0.12,1.1,2.3
2022,20,33077,0.18,0.88,0.98
2022,21,33077,0.18,3.43,3.14
2022,22,33077,0.28,3.7,2.92
2022,23,33077,0.08,0.78,0.72
2022,24,33077,0.35,2.15,0.7
2022,25,33077,0.45,2.3,1.35
2022,26,33077,,,
2022,27,33077,,,
2022,28,33077,,,
2022,29,33077,,,
2022,30,33077,,,
2022,31,33077,,,
2022,32,33077,,,
2022,33,33077,,,
2022,34,33077,,,
2022,35,33077,,,
2022,36,33077,,,
2022,37,33077,,,
2022,38,33077,,,
2022,39,33077,,,
2022,40,33077,,,
2022,41,33077,,,
2022,42,33077,,,
2022,43,33077,,,
2022,44,33077,,,
2022,45,33077,,,
2022,46,33077,,,
2022,47,33077,,,
2022,48,33077,,,
2022,49,33077,,,
2022,50,33077,,,
2022,51,33077,,,
2022,52,33077,,,
2023,1,33077,,,
2023,2,33077,,,
2023,3,33077,,,
2023,4,33077,,,
2023,5,33077,,,
2023,6,33077,,,
2023,7,33077,,,
2023,8,33077,,,
2023,9,33077,,,
2023,10,33077,,,
2023,11,33077,,,
2023,12,33077,,,
2023,13,33077,,,
2023,14,33077,,,
2023,15,33077,,,
2023,16,33077,,,
2023,17,33077,0.0,0.0,0.0
2023,18,33077,0.0,0.0,0.2
2023,19,33077,0.0,0.05,0.1
2023,20,33077,0.0,0.35,0.0
2023,21,33077,0.0,0.1,0.15
2023,22,33077,0.0,0.05,0.05
2023,23,33077,0.0,0.02,0.02
2023,24,33077,0.0,0.02,0.02
2023,25,33077,0.0,0.05,0.0
2023,26,33077,0.0,0.08,0.06
2023,27,33077,0.01,0.15,0.04
2023,28,33077,0.05,0.14,0.02
2023,29,33077,0.2,0.29,0.0
2023,30,33077,0.2,0.31,0.05
2023,31,33077,0.28,0.79,0.05
2023,32,33077,0.36,0.84,0.14
2023,33,33077,0.48,1.09,0.21
2023,34,33077,0.04,0.02,0.02
2023,35,33077,0.19,1.06,0.6
2023,36,33077,0.42,2.52,0.66
2023,37,33077,0.09,0.09,0.19
2023,38,33077,0.15,1.27,0.9
2023,39,33077,0.36,3.74,1.34
2023,40,33077,0.45,4.0,0.77
2023,41,33077,0.09,0.24,1.84
2023,42,33077,0.48,7.46,5.64
2023,43,33077,0.46,4.65,5.08
2023,44,33077,0.32,1.6,1.28
2023,45,33077,0.35,5.98,1.98
2023,46,33077,0.4,7.18,3.7
2023,47,33077,0.46,3.65,1.61
2023,48,33077,0.16,0.21,0.38
2023,49,33077,0.21,0.74,1.3
2023,50,33077,0.3,1.63,2.58
2023,51,33077,0.37,3.1,1.8
2023,52,33077,0.43,2.53,3.88
2024,1,33077,0.47,3.17,4.12
2024,2,33077,0.1,0.19,0.16
2024,3,33077,0.24,0.52,0.79
2024,4,33077,0.26,1.3,0.3
2024,5,33077,0.26,1.88,0.14
2024,6,33077,0.25,0.57,0.57
2024,7,33077,0.32,2.91,0.29
2024,8,33077,0.46,2.89,0.14
2024,9,33077,0.06,0.05,0.03
2024,10,33077,0.09,0.25,0.26
2024,11,33077,0.06,0.24,0.08
2024,12,33077,0.1,0.45,0.2
2024,13,33077,0.08,0.54,0.0
2024,14,33077,0.11,0.43,0.06
2024,15,33077,0.19,0.39,0.14
2024,16,33077,0.16,0.21,0.09
2024,17,33077,0.01,0.04,0.09
2024,18,33077,0.01,0.05,0.36
2024,19,33077,0.03,0.21,0.4
2024,20,33077,0.06,0.36,0.08
2024,21,33077,0.17,0.61,0.04
2024,22,33077,0.28,0.54,0.01
2024,23,33077,0.27,0.4,0.0
2024,24,33077,0.45,0.77,0.03
2024,25,33077,0.4,0.2,0.0
2024,26,33077,0.35,0.28,0.05
2024,27,33077,0.35,0.28,0.05
2024,28,33077,0.12,0.5,0.0
2024,29,33077,0.22,0.38,0.03
2024,30,33077,0.43,0.55,0.15
2024,31,33077,0.45,0.9,0.2
2024,32,33077,0.3,0.7,0.1
2024,33,33077,,,
2024,34,33077,,,
2024,35,33077,,,
2024,36,33077,,,
2024,37,33077,,,
2024,38,33077,,,
2024,39,33077,,,
2024,40,33077,,,
2024,41,33077,,,
2024,42,33077,,,
2024,43,33077,,,
2024,44,33077,,,
2024,45,33077,,,
2024,46,33077,,,
2024,47,33077,,,
2024,48,33077,,,
2024,49,33077,,,
2024,50,33077,,,
2024,51,33077,,,
2024,52,33077,,,
