año,semana,localidad,hembras_ovigeras,adultos_moviles,juveniles
2014,1,110758,3.8,1.65,1.6
2014,2,110758,2.42,2.38,2.47
2014,3,110758,3.78,3.28,4.4
2014,4,110758,4.38,3.03,1.1
2014,5,110758,6.6,5.45,1.77
2014,6,110758,0.0,0.03,1.05
2014,7,110758,0.0,0.2,0.45
2014,8,110758,0.08,0.65,0.43
2014,9,110758,0.45,1.92,4.05
2014,10,110758,1.85,4.55,2.03
2014,11,110758,4.35,3.78,2.7
2014,12,110758,4.57,3.65,2.88
2014,13,110758,4.0,3.53,2.9
2014,14,110758,3.75,2.15,1.45
2014,15,110758,8.75,4.13,2.4
2014,16,110758,8.32,4.28,3.28
2014,17,110758,0.0,0.0,2.88
2014,18,110758,0.22,0.28,3.3
2014,19,110758,1.42,1.27,2.22
2014,20,110758,2.17,2.55,3.3
2014,21,110758,2.67,2.75,3.15
2014,22,110758,3.45,3.38,3.63
2014,23,110758,3.72,3.92,4.68
2014,24,110758,2.5,4.2,4.6
2014,25,110758,2.1,5.4,7.2
2014,26,110758,NA,NA,NA
2014,27,110758,NA,NA,NA
2014,28,110758,NA,NA,NA
2014,29,110758,NA,NA,NA
2014,30,110758,NA,NA,NA
2014,31,110758,NA,NA,NA
2014,32,110758,NA,NA,NA
2014,33,110758,NA,NA,NA
2014,34,110758,NA,NA,NA
2014,35,110758,NA,NA,NA
2014,36,110758,NA,NA,NA
2014,37,110758,NA,NA,NA
2014,38,110758,NA,NA,NA
2014,39,110758,NA,NA,NA
2014,40,110758,NA,NA,NA
2014,41,110758,NA,NA,NA
2014,42,110758,NA,NA,NA
2014,43,110758,NA,NA,NA
2014,44,110758,NA,NA,NA
2014,45,110758,NA,NA,NA
2014,46,110758,NA,NA,NA
2014,47,110758,NA,NA,NA
2014,48,110758,NA,NA,NA
2014,49,110758,NA,NA,NA
2014,50,110758,NA,NA,NA
2014,51,110758,NA,NA,NA
2014,52,110758,NA,NA,NA
2015,1,110758,NA,NA,NA
2015,2,110758,NA,NA,NA
2015,3,110758,NA,NA,NA
2015,4,110758,NA,NA,NA
2015,5,110758,NA,NA,NA
2015,6,110758,NA,NA,NA
2015,7,110758,NA,NA,NA
2015,8,110758,NA,NA,NA
2015,9,110758,NA,NA,NA
2015,10,110758,NA,NA,NA
2015,11,110758,NA,NA,NA
2015,12,110758,NA,NA,NA
2015,13,110758,NA,NA,NA
2015,14,110758,1.35,2.67,2.2
2015,15,110758,1.15,2.83,1.23
2015,16,110758,1.35,2.22,1.08
2015,17,110758,1.42,2.63,1.55
2015,18,110758,2.53,3.35,4.93
2015,19,110758,4.9,5.5,4.03
2015,20,110758,2.85,5.8,5.88
2015,21,110758,9.2,7.07,4.88
2015,22,110758,9.5,7.85,5.8
2015,23,110758,0.03,0.0,0.1
2015,24,110758,0.1,0.03,0.98
2015,25,110758,0.57,0.4,0.65
2015,26,110758,0.7,0.85,1.0
2015,27,110758,0.15,0.57,1.2
2015,28,110758,1.0,1.85,1.17
2015,29,110758,1.3,1.73,0.77
2015,30,110758,1.25,2.2,1.92
2015,31,110758,0.98,1.35,1.42
2015,32,110758,1.45,1.25,1.38
2015,33,110758,1.3,0.75,2.9
2015,34,110758,1.15,1.1,0.82
2015,35,110758,1.25,1.1,0.7
2015,36,110758,1.17,1.25,1.52
2015,37,110758,1.45,1.7,1.67
2015,38,110758,1.42,0.77,0.7
2015,39,110758,0.85,1.2,1.23
2015,40,110758,0.77,1.0,1.33
2015,41,110758,1.13,1.35,0.65
2015,42,110758,1.8,2.75,2.15
2015,43,110758,2.35,2.25,2.05
2015,44,110758,2.38,2.92,2.17
2015,45,110758,2.5,2.05,1.7
2015,46,110758,2.58,2.2,2.03
2015,47,110758,2.53,3.55,2.53
2015,48,110758,2.78,1.65,1.2
2015,49,110758,0.0,0.0,0.57
2015,50,110758,0.22,0.47,0.17
2015,51,110758,0.38,0.75,0.65
2015,52,110758,0.43,0.57,1.2
2016,1,110758,1.9,1.33,1.0
2016,2,110758,1.58,0.75,1.17
2016,3,110758,1.6,1.98,0.47
2016,4,110758,1.13,0.95,0.85
2016,5,110758,2.13,1.77,2.63
