pais,zona,localidad,localidad_id,anio,semana,estacion,anio_objetivo,semana_objetivo,parasitos_totales,parasitos_totales_t1,prediccion_rf,prediccion_base_persistencia,error_rf,error_abs_rf
Chile,Los Lagos,102424,102424,2024,25,Otoño,2024.0,26.0,2.43,2.3,3.5514814417989435,2.43,-1.2514814417989437,1.2514814417989437
Chile,Los Lagos,102424,102424,2024,26,Otoño,2024.0,27.0,2.3,3.84,2.7515583333333327,2.3,1.0884416666666672,1.0884416666666672
Chile,Los Lagos,102424,102424,2024,27,Invierno,2024.0,28.0,3.84,4.83,5.229282017195772,3.84,-0.3992820171957723,0.3992820171957723
Chile,Los Lagos,102424,102424,2024,28,Invierno,2024.0,29.0,4.83,6.1,5.831805257936509,4.83,0.2681947420634909,0.2681947420634909
Chile,Los Lagos,102424,102424,2024,29,Invierno,2024.0,30.0,6.1,6.65,6.244315833333333,6.1,0.40568416666666707,0.40568416666666707
Chile,Aysén,110758,110758,2022,52,Primavera,2023.0,1.0,4.42,9.28,5.143717658730155,4.42,4.136282341269844,4.136282341269844
Chile,Aysén,110758,110758,2023,1,Verano,2023.0,2.0,9.28,4.949999999999999,8.381440859788357,9.28,-3.431440859788358,3.431440859788358
Chile,Aysén,110758,110758,2023,2,Verano,2023.0,3.0,4.949999999999999,7.08,4.863370277777778,4.949999999999999,2.2166297222222218,2.2166297222222218
Chile,Aysén,110758,110758,2023,3,Verano,2023.0,4.0,7.08,3.33,6.712397380952383,7.08,-3.3823973809523826,3.3823973809523826
Chile,Aysén,110758,110758,2023,4,Verano,2023.0,5.0,3.33,7.999999999999999,4.034506613756615,3.33,3.9654933862433843,3.9654933862433843
Chile,Aysén,110758,110758,2023,5,Verano,2023.0,6.0,7.999999999999999,4.39,7.703764986772488,7.999999999999999,-3.3137649867724885,3.3137649867724885
Chile,Aysén,110758,110758,2023,6,Verano,2023.0,7.0,4.39,7.029999999999999,4.431856865079364,4.39,2.598143134920635,2.598143134920635
Chile,Aysén,110758,110758,2023,7,Verano,2023.0,8.0,7.029999999999999,4.84,6.767255515873017,7.029999999999999,-1.927255515873017,1.927255515873017
Chile,Aysén,110758,110758,2023,8,Verano,2023.0,9.0,4.84,5.34,4.887510436507937,4.84,0.4524895634920627,0.4524895634920627
Chile,Aysén,110758,110758,2023,9,Verano,2023.0,10.0,5.34,6.98,5.070931071428577,5.34,1.9090689285714237,1.9090689285714237
Chile,Aysén,110758,110758,2023,10,Verano,2023.0,11.0,6.98,6.21,7.160627420634919,6.98,-0.9506274206349188,0.9506274206349188
Chile,Aysén,110758,110758,2023,11,Verano,2023.0,12.0,6.21,4.52,5.308291547619047,6.21,-0.7882915476190471,0.7882915476190471
Chile,Aysén,110758,110758,2023,12,Verano,2023.0,13.0,4.52,4.84,4.546345092592591,4.52,0.29365490740740885,0.29365490740740885
Chile,Aysén,110758,110758,2023,13,Verano,2023.0,14.0,4.84,5.35,5.01837743386243,4.84,0.33162256613757,0.33162256613757
Chile,Aysén,110758,110758,2024,19,Otoño,2024.0,20.0,0.93,0.33,1.4913926707551701,0.93,-1.16139267075517,1.16139267075517
Chile,Aysén,110758,110758,2024,20,Otoño,2024.0,21.0,0.33,0.9,0.6893920634920637,0.33,0.2106079365079363,0.2106079365079363
Chile,Aysén,110758,110758,2024,21,Otoño,2024.0,22.0,0.9,0.4399999999999999,1.2327803439153444,0.9,-0.7927803439153445,0.7927803439153445
Chile,Aysén,110758,110758,2024,22,Otoño,2024.0,23.0,0.4399999999999999,2.85,0.8428854638825226,0.4399999999999999,2.0071145361174776,2.0071145361174776
Chile,Aysén,110758,110758,2024,23,Otoño,2024.0,24.0,2.85,3.32,3.465124325396824,2.85,-0.14512432539682418,0.14512432539682418
Chile,Aysén,110758,110758,2024,24,Otoño,2024.0,25.0,3.32,5.6,3.9455959920634913,3.32,1.6544040079365083,1.6544040079365083
