pais,zona,localidad,localidad_id,anio,semana,estacion,anio_objetivo,semana_objetivo,parasitos_totales,parasitos_totales_t1,prediccion_rf,prediccion_base_persistencia,error_rf,error_abs_rf
Chile,Los Lagos,102424,102424,2023,45,Primavera,2023.0,46.0,0.2,0.22,0.4614378423089335,0.2,-0.24143784230893348,0.24143784230893348
Chile,Los Lagos,102424,102424,2023,46,Primavera,2023.0,47.0,0.22,3.3,0.5736122819433733,0.22,2.7263877180566265,2.7263877180566265
Chile,Los Lagos,102424,102424,2023,47,Primavera,2023.0,48.0,3.3,3.58,3.7296903627853637,3.3,-0.14969036278536363,0.14969036278536363
Chile,Los Lagos,102424,102424,2023,48,Primavera,2023.0,49.0,3.58,4.94,4.277496445467301,3.58,0.6625035545326998,0.6625035545326998
Chile,Los Lagos,102424,102424,2023,49,Primavera,2023.0,50.0,4.94,5.35,5.751463611111107,4.94,-0.4014636111111072,0.4014636111111072
Chile,Los Lagos,102424,102424,2023,50,Primavera,2023.0,51.0,5.35,6.470000000000001,5.520620403439154,5.35,0.9493795965608465,0.9493795965608465
Chile,Los Lagos,102424,102424,2023,51,Primavera,2023.0,52.0,6.470000000000001,6.3,5.800774266381768,6.470000000000001,0.49922573361823197,0.49922573361823197
Chile,Los Lagos,102424,102424,2023,52,Primavera,2024.0,1.0,6.3,5.32,5.647474610297111,6.3,-0.3274746102971111,0.3274746102971111
Chile,Los Lagos,102424,102424,2024,1,Verano,2024.0,2.0,5.32,5.1000000000000005,4.826488149888614,5.32,0.2735118501113867,0.2735118501113867
Chile,Los Lagos,102424,102424,2024,2,Verano,2024.0,3.0,5.1000000000000005,4.63,4.65809517009063,5.1000000000000005,-0.028095170090630006,0.028095170090630006
Chile,Los Lagos,102424,102424,2024,3,Verano,2024.0,4.0,4.63,4.75,4.491781395439352,4.63,0.25821860456064805,0.25821860456064805
Chile,Los Lagos,102424,102424,2024,4,Verano,2024.0,5.0,4.75,5.699999999999999,4.5652316479646124,4.75,1.1347683520353868,1.1347683520353868
Chile,Los Lagos,102424,102424,2024,5,Verano,2024.0,6.0,5.699999999999999,7.04,5.034249481057444,5.699999999999999,2.0057505189425564,2.0057505189425564
Chile,Los Lagos,102424,102424,2024,6,Verano,2024.0,7.0,7.04,1.37,5.586934603712563,7.04,-4.216934603712563,4.216934603712563
Chile,Los Lagos,102424,102424,2024,7,Verano,2024.0,8.0,1.37,2.5500000000000003,2.497677843915346,1.37,0.05232215608465429,0.05232215608465429
Chile,Los Lagos,102424,102424,2024,8,Verano,2024.0,9.0,2.5500000000000003,3.68,3.482958730158731,2.5500000000000003,0.19704126984126935,0.19704126984126935
Chile,Los Lagos,102424,102424,2024,9,Verano,2024.0,10.0,3.68,3.99,4.0092366329016995,3.68,-0.019236632901699302,0.019236632901699302
Chile,Los Lagos,102424,102424,2024,10,Verano,2024.0,11.0,3.99,5.760000000000001,4.185276540309105,3.99,1.5747234596908957,1.5747234596908957
Chile,Los Lagos,102424,102424,2024,11,Verano,2024.0,12.0,5.760000000000001,6.3,5.2239669110811215,5.760000000000001,1.0760330889188783,1.0760330889188783
Chile,Los Lagos,102424,102424,2024,12,Verano,2024.0,13.0,6.3,7.529999999999999,5.387329346978557,6.3,2.142670653021442,2.142670653021442
Chile,Los Lagos,102424,102424,2024,13,Verano,2024.0,14.0,7.529999999999999,7.279999999999999,6.252787023514987,7.529999999999999,1.0272129764850124,1.0272129764850124
Chile,Los Lagos,102424,102424,2024,14,Otoño,2024.0,15.0,7.279999999999999,7.62,6.7475109740259755,7.279999999999999,0.8724890259740246,0.8724890259740246
Chile,Los Lagos,102424,102424,2024,15,Otoño,2024.0,16.0,7.62,5.21,6.757797460317463,7.62,-1.5477974603174633,1.5477974603174633
Chile,Los Lagos,102424,102424,2024,16,Otoño,2024.0,17.0,5.21,6.48,5.044597619047618,5.21,1.4354023809523824,1.4354023809523824
Chile,Los Lagos,102424,102424,2024,17,Otoño,2024.0,18.0,6.48,6.720000000000001,5.814741657046659,6.48,0.9052583429533421,0.9052583429533421
Chile,Los Lagos,102424,102424,2024,18,Otoño,2024.0,19.0,6.720000000000001,7.41,6.396444938056526,6.720000000000001,1.0135550619434746,1.0135550619434746
Chile,Los Lagos,102424,102424,2024,19,Otoño,2024.0,20.0,7.41,8.799999999999999,8.09777406581874,7.41,0.7022259341812589,0.7022259341812589
Chile,Los Lagos,102424,102424,2024,20,Otoño,2024.0,21.0,8.799999999999999,8.44,8.947799643635232,8.799999999999999,-0.5077996436352326,0.5077996436352326
Chile,Los Lagos,102424,102424,2024,21,Otoño,2024.0,22.0,8.44,9.86,9.486076151571739,8.44,0.37392384842826054,0.37392384842826054
Chile,Los Lagos,102424,102424,2024,22,Otoño,2024.0,23.0,9.86,10.33,8.988309723000302,9.86,1.3416902769996977,1.3416902769996977
Chile,Los Lagos,102424,102424,2024,23,Otoño,2024.0,24.0,10.33,11.16,8.113073016651098,10.33,3.046926983348902,3.046926983348902
Chile,Los Lagos,102424,102424,2024,24,Otoño,2024.0,25.0,11.16,2.43,8.83617236072207,11.16,-6.406172360722071,6.406172360722071
Chile,Los Lagos,102424,102424,2024,25,Otoño,2024.0,26.0,2.43,2.3,4.72979510582011,2.43,-2.4297951058201104,2.4297951058201104
Chile,Los Lagos,102424,102424,2024,26,Otoño,2024.0,27.0,2.3,3.84,2.943739185906687,2.3,0.896260814093313,0.896260814093313
Chile,Los Lagos,102424,102424,2024,27,Invierno,2024.0,28.0,3.84,4.83,6.0691421031746025,3.84,-1.2391421031746024,1.2391421031746024
Chile,Los Lagos,102424,102424,2024,28,Invierno,2024.0,29.0,4.83,6.1,6.737323405483404,4.83,-0.6373234054834045,0.6373234054834045
Chile,Los Lagos,102424,102424,2024,29,Invierno,2024.0,30.0,6.1,6.65,6.820535371572875,6.1,-0.1705353715728748,0.1705353715728748
Chile,Aysén,110758,110758,2022,52,Primavera,2023.0,1.0,4.42,9.28,5.165144464285717,4.42,4.114855535714282,4.114855535714282
Chile,Aysén,110758,110758,2023,1,Verano,2023.0,2.0,9.28,4.949999999999999,7.533999175622139,9.28,-2.5839991756221394,2.5839991756221394
Chile,Aysén,110758,110758,2023,2,Verano,2023.0,3.0,4.949999999999999,7.08,4.791316355756814,4.949999999999999,2.2886836442431857,2.2886836442431857
Chile,Aysén,110758,110758,2023,3,Verano,2023.0,4.0,7.08,3.33,6.408381668407131,7.08,-3.078381668407131,3.078381668407131
