modelo,n_entrenamiento,n_prueba,n_variables_predictoras,MAE_RF,RMSE_RF,R2_RF,MAE_base_persistencia,RMSE_base_persistencia,R2_base_persistencia,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
chile,714,144,9,2.3131047943142886,4.234044857799844,0.49342376459683224,2.528611111111111,4.970217830012864,0.3019528657251843,300,20,2,2,log2,True
