zona,n,observado_promedio,predicho_promedio,MAE,sesgo,RMSE
Aysén,25,4.2372,4.809435315422079,1.6274967693181828,-0.5722353154220794,1.9490135145110097
Centro,58,1.393448275862069,1.5404139725067794,0.9860137723680773,-0.14696569664471032,1.7347953037357924
Los Lagos,37,5.657837837837838,5.545055695797259,1.4194000972197849,0.11278214204057828,1.8811159932185009
Magallanes,82,6.795487804878049,5.486699160289238,2.9240813535109886,1.3087886445888115,5.397138310245622
Norte,9,0.030000000000000002,0.06806620951579286,0.053180594436427774,-0.038066209515792856,0.061382890555568774
Sur/Oeste,67,2.0716417910447764,2.628566856316362,1.2122707115800864,-0.5569250652715861,2.1746702578870036
