nivel_carga_observada,n,observado_promedio,predicho_promedio,MAE,sesgo,RMSE
alta,49,11.596122448979592,8.349115399880727,3.893526180942075,3.2470070490988636,6.355585425116137
baja,48,1.3164583333333333,2.279890514275945,1.3537848261070533,-0.9634321809426117,2.1956368170949303
intermedia,47,5.129787234042553,6.287586146351433,1.7816124832577291,-1.1577989123088808,2.397014824552865
