zona,n,observado_promedio,predicho_promedio,MAE,sesgo,RMSE
Centro,58,1.393448275862069,1.5847300036493674,0.9768014366930958,-0.19128172778729857,1.741719977558015
Norte,9,0.030000000000000002,0.09234651655443325,0.08354355469376304,-0.062346516554433254,0.08952927254244093
Sur/Oeste,67,2.0716417910447764,2.7195439001152253,1.2060458836230108,-0.6479021090704489,2.147915298082701
