nivel_carga_observada,n,observado_promedio,predicho_promedio,MAE,sesgo,RMSE
alta,46,3.9434782608695653,3.795948546111196,1.5524357382502767,0.1475297147583693,2.5297026803061176
baja,45,0.14577777777777776,0.7663230578503285,0.6442529256954463,-0.6205452800725507,1.1458892985381952
intermedia,43,0.7425581395348837,1.5315518475347323,0.8792563699390077,-0.7889937079998487,1.7498668194514304
