pais,zona,localidad,anio,semana,anio_objetivo,semana_objetivo,parasitos_totales,parasitos_totales_t1,prediccion_rf,error_rf,error_abs_rf
Chile,Aysén,110758,2023,4,2023.0,5.0,3.33,7.999999999999999,5.707529657738095,2.292470342261904,2.292470342261904
Chile,Aysén,110758,2023,5,2023.0,6.0,7.999999999999999,4.39,7.453702063492068,-3.0637020634920686,3.0637020634920686
Chile,Aysén,110758,2023,6,2023.0,7.0,4.39,7.029999999999999,6.785432192460324,0.2445678075396751,0.2445678075396751
Chile,Aysén,110758,2023,7,2023.0,8.0,7.029999999999999,4.84,6.4404057936508075,-1.6004057936508076,1.6004057936508076
Chile,Aysén,110758,2023,8,2023.0,9.0,4.84,5.34,7.158539756944447,-1.818539756944447,1.818539756944447
Chile,Aysén,110758,2023,9,2023.0,10.0,5.34,6.98,5.679674977453101,1.3003250225468994,1.3003250225468994
Chile,Aysén,110758,2023,10,2023.0,11.0,6.98,6.21,6.634416641865081,-0.424416641865081,0.424416641865081
Chile,Aysén,110758,2023,11,2023.0,12.0,6.21,4.52,6.662497872023811,-2.142497872023811,2.142497872023811
Chile,Aysén,110758,2023,12,2023.0,13.0,4.52,4.84,6.408885843253973,-1.5688858432539732,1.5688858432539732
Chile,Aysén,110758,2023,13,2023.0,14.0,4.84,5.35,6.208568832972585,-0.8585688329725851,0.8585688329725851
Chile,Aysén,110758,2024,19,2024.0,20.0,0.93,0.33,1.0705429464285705,-0.7405429464285704,0.7405429464285704
Chile,Aysén,110758,2024,20,2024.0,21.0,0.33,0.9,0.8799246171536795,0.02007538284632049,0.02007538284632049
Chile,Aysén,110758,2024,21,2024.0,22.0,0.9,0.4399999999999999,1.1848518650793631,-0.7448518650793632,0.7448518650793632
Chile,Aysén,110758,2024,22,2024.0,23.0,0.4399999999999999,2.85,0.9728146676587321,1.877185332341268,1.877185332341268
Chile,Aysén,110758,2024,23,2024.0,24.0,2.85,3.32,3.0041813392857155,0.3158186607142843,0.3158186607142843
Chile,Aysén,110758,2024,24,2024.0,25.0,3.32,5.6,3.3550581547619074,2.2449418452380923,2.2449418452380923
Chile,Aysén,110758,2024,25,2024.0,26.0,5.6,4.1,5.3037963938492165,-1.2037963938492169,1.2037963938492169
Chile,Aysén,110758,2024,26,2024.0,27.0,4.1,0.99,5.294299310064937,-4.304299310064937,4.304299310064937
Chile,Aysén,110758,2024,27,2024.0,28.0,0.99,1.62,3.0341815228174607,-1.4141815228174606,1.4141815228174606
