pais,zona,localidad,anio,semana,anio_objetivo,semana_objetivo,parasitos_totales,parasitos_totales_t1,prediccion_rf,error_rf,error_abs_rf
Noruega,Sur/Oeste,33077,2023,20,2023.0,21.0,0.35,0.25,0.7314956894841259,-0.4814956894841259,0.4814956894841259
Noruega,Sur/Oeste,33077,2023,21,2023.0,22.0,0.25,0.1,0.5124177647005778,-0.4124177647005778,0.4124177647005778
Noruega,Sur/Oeste,33077,2023,22,2023.0,23.0,0.1,0.04,0.3373646726190478,-0.2973646726190478,0.2973646726190478
Noruega,Sur/Oeste,33077,2023,23,2023.0,24.0,0.04,0.04,0.3057577380952386,-0.2657577380952386,0.2657577380952386
Noruega,Sur/Oeste,33077,2023,24,2023.0,25.0,0.04,0.05,0.2885839632936508,-0.23858396329365084,0.23858396329365084
Noruega,Sur/Oeste,33077,2023,25,2023.0,26.0,0.05,0.14,0.21863748511904763,-0.07863748511904761,0.07863748511904761
Noruega,Sur/Oeste,33077,2023,26,2023.0,27.0,0.14,0.2,0.24298316423160213,-0.04298316423160212,0.04298316423160212
Noruega,Sur/Oeste,33077,2023,27,2023.0,28.0,0.2,0.21,0.2896891098484853,-0.07968910984848529,0.07968910984848529
Noruega,Sur/Oeste,33077,2023,28,2023.0,29.0,0.21,0.49,0.2961794025072152,0.1938205974927848,0.1938205974927848
Noruega,Sur/Oeste,33077,2023,29,2023.0,30.0,0.49,0.56,0.6001143005952388,-0.040114300595238794,0.040114300595238794
Noruega,Sur/Oeste,33077,2023,30,2023.0,31.0,0.56,1.12,0.7666876289682533,0.35331237103174684,0.35331237103174684
Noruega,Sur/Oeste,33077,2023,31,2023.0,32.0,1.12,1.34,1.5188778720238099,-0.17887787202380978,0.17887787202380978
Noruega,Sur/Oeste,33077,2023,32,2023.0,33.0,1.34,1.78,1.8388788194444448,-0.05887881944444473,0.05887881944444473
Noruega,Sur/Oeste,33077,2023,33,2023.0,34.0,1.78,0.08,2.2289635367063525,-2.1489635367063524,2.1489635367063524
Noruega,Sur/Oeste,33077,2023,34,2023.0,35.0,0.08,1.85,1.1163947519841266,0.7336052480158735,0.7336052480158735
Noruega,Sur/Oeste,33077,2023,35,2023.0,36.0,1.85,3.6,2.3335617460317484,1.2664382539682517,1.2664382539682517
Noruega,Sur/Oeste,33077,2023,36,2023.0,37.0,3.6,0.37,3.728599588293652,-3.358599588293652,3.358599588293652
Noruega,Sur/Oeste,33077,2023,37,2023.0,38.0,0.37,2.32,1.8288786259920633,0.49112137400793654,0.49112137400793654
Noruega,Sur/Oeste,33077,2023,38,2023.0,39.0,2.32,5.44,3.664498556547618,1.7755014434523826,1.7755014434523826
Noruega,Sur/Oeste,33077,2023,39,2023.0,40.0,5.44,5.220000000000001,4.972791488095242,0.24720851190475823,0.24720851190475823
Noruega,Sur/Oeste,33077,2023,40,2023.0,41.0,5.220000000000001,2.17,3.731456770833335,-1.5614567708333351,1.5614567708333351
Noruega,Sur/Oeste,33077,2023,41,2023.0,42.0,2.17,13.579999999999998,4.519147311507945,9.060852688492053,9.060852688492053
Noruega,Sur/Oeste,33077,2023,42,2023.0,43.0,13.579999999999998,10.19,9.560662971230176,0.6293370287698234,0.6293370287698234
Noruega,Sur/Oeste,33077,2023,43,2023.0,44.0,10.19,3.2,11.213287077020183,-8.013287077020184,8.013287077020184
Noruega,Sur/Oeste,33077,2023,44,2023.0,45.0,3.2,8.31,7.085205613275605,1.2247943867243958,1.2247943867243958
Noruega,Sur/Oeste,33077,2023,45,2023.0,46.0,8.31,11.28,8.761682480158736,2.518317519841263,2.518317519841263
Noruega,Sur/Oeste,33077,2023,46,2023.0,47.0,11.28,5.720000000000001,8.82904305059523,-3.109043050595229,3.109043050595229
Noruega,Sur/Oeste,33077,2023,47,2023.0,48.0,5.720000000000001,0.75,5.9745453670635005,-5.2245453670635005,5.2245453670635005
Noruega,Sur/Oeste,33077,2023,48,2023.0,49.0,0.75,2.25,3.021077073863635,-0.7710770738636352,0.7710770738636352
Noruega,Sur/Oeste,33077,2023,49,2023.0,50.0,2.25,4.51,3.907075272817461,0.6029247271825389,0.6029247271825389
Noruega,Sur/Oeste,33077,2023,50,2023.0,51.0,4.51,5.2700000000000005,9.75432364087302,-4.484323640873019,4.484323640873019
Noruega,Sur/Oeste,33077,2023,51,2023.0,52.0,5.2700000000000005,6.84,6.46893153769841,0.3710684623015901,0.3710684623015901
Noruega,Sur/Oeste,33077,2023,52,2024.0,1.0,6.84,7.76,6.671104042658739,1.0888959573412604,1.0888959573412604
Noruega,Sur/Oeste,33077,2024,1,2024.0,2.0,7.76,0.45,7.6404412594696955,-7.190441259469695,7.190441259469695
Noruega,Sur/Oeste,33077,2024,2,2024.0,3.0,0.45,1.55,3.308634325396826,-1.758634325396826,1.758634325396826
Noruega,Sur/Oeste,33077,2024,3,2024.0,4.0,1.55,1.86,3.146039510281387,-1.2860395102813869,1.2860395102813869
Noruega,Sur/Oeste,33077,2024,4,2024.0,5.0,1.86,2.28,3.9699915196608964,-1.6899915196608966,1.6899915196608966
Noruega,Sur/Oeste,33077,2024,5,2024.0,6.0,2.28,1.39,2.9447459771825426,-1.5547459771825427,1.5547459771825427
Noruega,Sur/Oeste,33077,2024,6,2024.0,7.0,1.39,3.52,2.1844529748376624,1.3355470251623376,1.3355470251623376
Noruega,Sur/Oeste,33077,2024,7,2024.0,8.0,3.52,3.49,3.708981294642858,-0.21898129464285798,0.21898129464285798
Noruega,Sur/Oeste,33077,2024,8,2024.0,9.0,3.49,0.14,3.2741917834595955,-3.1341917834595954,3.1341917834595954
Noruega,Sur/Oeste,33077,2024,9,2024.0,10.0,0.14,0.6,1.4920067609126972,-0.8920067609126973,0.8920067609126973
Noruega,Sur/Oeste,33077,2024,10,2024.0,11.0,0.6,0.38,1.480202108134922,-1.1002021081349218,1.1002021081349218
Noruega,Sur/Oeste,33077,2024,11,2024.0,12.0,0.38,0.75,1.0958196329365082,-0.3458196329365082,0.3458196329365082
Noruega,Sur/Oeste,33077,2024,12,2024.0,13.0,0.75,0.62,1.0848841964285725,-0.4648841964285725,0.4648841964285725
Noruega,Sur/Oeste,33077,2024,13,2024.0,14.0,0.62,0.6000000000000001,0.9459562251984116,-0.3459562251984115,0.3459562251984115
Noruega,Sur/Oeste,33077,2024,14,2024.0,15.0,0.6000000000000001,0.7200000000000001,0.8985824999999985,-0.17858249999999842,0.17858249999999842
Noruega,Sur/Oeste,33077,2024,15,2024.0,16.0,0.7200000000000001,0.4599999999999999,1.0238497668650788,-0.5638497668650788,0.5638497668650788
Noruega,Sur/Oeste,33077,2024,16,2024.0,17.0,0.4599999999999999,0.14,0.8430359226190484,-0.7030359226190483,0.7030359226190483
Noruega,Sur/Oeste,33077,2024,17,2024.0,18.0,0.14,0.42,0.6008477083333327,-0.1808477083333327,0.1808477083333327
Noruega,Sur/Oeste,33077,2024,18,2024.0,19.0,0.42,0.64,0.863731626984126,-0.22373162698412596,0.22373162698412596
Noruega,Sur/Oeste,33077,2024,19,2024.0,20.0,0.64,0.5,0.763837493686868,-0.26383749368686804,0.26383749368686804
Noruega,Sur/Oeste,33077,2024,20,2024.0,21.0,0.5,0.8200000000000001,0.9347022321428562,-0.11470223214285613,0.11470223214285613
Noruega,Sur/Oeste,33077,2024,21,2024.0,22.0,0.8200000000000001,0.8300000000000001,1.2834534077380955,-0.4534534077380954,0.4534534077380954
Noruega,Sur/Oeste,33077,2024,22,2024.0,23.0,0.8300000000000001,0.67,1.4329558581349207,-0.7629558581349206,0.7629558581349206
Noruega,Sur/Oeste,33077,2024,23,2024.0,24.0,0.67,1.25,1.275376726190475,-0.02537672619047493,0.02537672619047493
Noruega,Sur/Oeste,33077,2024,24,2024.0,25.0,1.25,0.6000000000000001,1.6502308928571403,-1.0502308928571402,1.0502308928571402
Noruega,Sur/Oeste,33077,2024,25,2024.0,26.0,0.6000000000000001,0.68,1.1833308928571418,-0.5033308928571417,0.5033308928571417
Noruega,Sur/Oeste,33077,2024,26,2024.0,27.0,0.68,0.68,1.1299666066919196,-0.44996660669191957,0.44996660669191957
Noruega,Sur/Oeste,33077,2024,27,2024.0,28.0,0.68,0.62,1.0642057981601725,-0.44420579816017247,0.44420579816017247
Noruega,Sur/Oeste,33077,2024,28,2024.0,29.0,0.62,0.63,1.0928607142857127,-0.46286071428571274,0.46286071428571274
Noruega,Sur/Oeste,33077,2024,29,2024.0,30.0,0.63,1.13,1.0716704017857133,0.058329598214286627,0.058329598214286627
Noruega,Sur/Oeste,33077,2024,30,2024.0,31.0,1.13,1.55,1.3869950744047623,0.16300492559523772,0.16300492559523772
Noruega,Sur/Oeste,33077,2024,31,2024.0,32.0,1.55,1.1,2.0051914384920635,-0.9051914384920634,0.9051914384920634
