anio,semana,temperatura_media_C,salinidad_media_PSU,temperatura_min_c,temperatura_max_c,salinidad_min_psu,salinidad_max_psu,n_dias,archivo_origen,pais,region
2017,2,13.514,32.835,13.364,13.619,32.816,32.853,7,110758_Semanal_2014_2024,Chile,Aysén
2017,3,13.977,32.785,13.595,14.557,32.718,32.827,7,110758_Semanal_2014_2024,Chile,Aysén
2017,4,14.814,32.697,14.495,15.074,32.673,32.726,7,110758_Semanal_2014_2024,Chile,Aysén
2017,5,14.826,32.668,14.673,14.926,32.644,32.693,7,110758_Semanal_2014_2024,Chile,Aysén
2017,6,14.88,32.656,14.719,15.035,32.647,32.671,7,110758_Semanal_2014_2024,Chile,Aysén
2017,7,15.132,32.598,14.507,15.583,32.506,32.655,7,110758_Semanal_2014_2024,Chile,Aysén
2017,8,14.841,32.591,14.499,15.051,32.54,32.643,7,110758_Semanal_2014_2024,Chile,Aysén
2017,9,14.461,32.671,14.183,14.793,32.51,32.737,7,110758_Semanal_2014_2024,Chile,Aysén
2017,10,14.068,32.624,13.922,14.168,32.537,32.73,7,110758_Semanal_2014_2024,Chile,Aysén
2017,11,14.062,32.665,13.745,14.506,32.578,32.745,7,110758_Semanal_2014_2024,Chile,Aysén
2017,12,14.534,32.632,14.396,14.719,32.608,32.646,7,110758_Semanal_2014_2024,Chile,Aysén
2017,13,14.523,32.456,14.362,14.721,32.356,32.621,7,110758_Semanal_2014_2024,Chile,Aysén
2017,14,13.79,32.648,13.502,14.295,32.565,32.72,7,110758_Semanal_2014_2024,Chile,Aysén
2017,15,12.635,32.888,12.189,13.468,32.653,33.021,7,110758_Semanal_2014_2024,Chile,Aysén
2017,16,12.712,32.893,12.364,12.952,32.767,32.958,7,110758_Semanal_2014_2024,Chile,Aysén
2017,17,12.209,32.939,12.151,12.372,32.912,32.965,7,110758_Semanal_2014_2024,Chile,Aysén
2017,18,12.164,32.851,12.089,12.287,32.806,32.88,7,110758_Semanal_2014_2024,Chile,Aysén
2017,19,11.953,32.572,11.875,12.039,32.435,32.72,7,110758_Semanal_2014_2024,Chile,Aysén
2017,20,11.665,32.783,11.445,11.889,32.741,32.81,7,110758_Semanal_2014_2024,Chile,Aysén
2017,21,11.003,32.788,10.837,11.263,32.699,32.836,7,110758_Semanal_2014_2024,Chile,Aysén
2017,22,10.674,32.71,10.535,10.765,32.656,32.783,7,110758_Semanal_2014_2024,Chile,Aysén
2017,23,10.383,32.825,10.229,10.481,32.793,32.873,7,110758_Semanal_2014_2024,Chile,Aysén
2017,24,9.796,32.904,9.554,10.117,32.852,32.948,7,110758_Semanal_2014_2024,Chile,Aysén
2017,25,9.385,32.905,9.144,9.593,32.868,32.987,7,110758_Semanal_2014_2024,Chile,Aysén
2017,26,9.107,32.897,9.09,9.16,32.873,32.926,7,110758_Semanal_2014_2024,Chile,Aysén
2017,27,9.245,33.057,9.203,9.296,32.95,33.117,7,110758_Semanal_2014_2024,Chile,Aysén
2017,28,8.896,33.103,8.492,9.143,33.021,33.123,7,110758_Semanal_2014_2024,Chile,Aysén
2017,29,8.588,33.031,8.449,8.646,32.994,33.056,7,110758_Semanal_2014_2024,Chile,Aysén
2017,30,8.815,33.157,8.589,8.962,33.053,33.228,7,110758_Semanal_2014_2024,Chile,Aysén
2017,31,8.883,33.141,8.766,9.073,33.103,33.184,7,110758_Semanal_2014_2024,Chile,Aysén
2017,32,9.345,33.234,9.131,9.475,33.206,33.258,7,110758_Semanal_2014_2024,Chile,Aysén
2017,33,9.282,33.213,9.157,9.387,33.182,33.246,7,110758_Semanal_2014_2024,Chile,Aysén
2017,34,9.2,33.172,9.134,9.309,33.16,33.18,7,110758_Semanal_2014_2024,Chile,Aysén
2017,35,9.229,33.131,9.132,9.318,33.094,33.157,7,110758_Semanal_2014_2024,Chile,Aysén
2017,36,9.18,33.109,9.084,9.274,33.071,33.132,7,110758_Semanal_2014_2024,Chile,Aysén
2017,37,9.099,33.099,9.028,9.154,33.086,33.112,7,110758_Semanal_2014_2024,Chile,Aysén
2017,38,9.211,33.054,9.137,9.296,33.035,33.077,7,110758_Semanal_2014_2024,Chile,Aysén
2017,39,9.422,33.015,9.276,9.522,32.969,33.058,7,110758_Semanal_2014_2024,Chile,Aysén
2017,40,9.575,33.019,9.493,9.742,32.99,33.051,7,110758_Semanal_2014_2024,Chile,Aysén
2017,41,9.909,33.047,9.742,10.08,33.016,33.066,7,110758_Semanal_2014_2024,Chile,Aysén
2017,42,10.26,33.022,10.174,10.351,32.997,33.042,7,110758_Semanal_2014_2024,Chile,Aysén
2017,43,10.489,32.971,10.295,10.646,32.936,33.009,7,110758_Semanal_2014_2024,Chile,Aysén
2017,44,11.697,32.667,10.858,12.46,32.543,32.888,7,110758_Semanal_2014_2024,Chile,Aysén
2017,45,12.501,32.611,12.362,12.664,32.544,32.646,7,110758_Semanal_2014_2024,Chile,Aysén
2017,46,12.046,32.679,11.432,12.565,32.588,32.787,7,110758_Semanal_2014_2024,Chile,Aysén
2017,47,11.129,32.921,10.983,11.237,32.846,32.981,7,110758_Semanal_2014_2024,Chile,Aysén
2017,48,11.801,32.929,11.158,12.156,32.872,32.992,7,110758_Semanal_2014_2024,Chile,Aysén
2017,49,11.775,33.053,11.593,12.082,32.972,33.09,7,110758_Semanal_2014_2024,Chile,Aysén
2017,50,12.394,33.041,12.12,12.556,32.998,33.099,7,110758_Semanal_2014_2024,Chile,Aysén
2017,51,12.383,33.095,12.226,12.547,33.068,33.126,7,110758_Semanal_2014_2024,Chile,Aysén
2017,52,12.54,33.081,12.339,12.656,33.066,33.104,7,110758_Semanal_2014_2024,Chile,Aysén
2018,1,12.574,33.042,12.467,12.68,33.005,33.073,7,110758_Semanal_2014_2024,Chile,Aysén
2018,2,13.488,32.936,12.817,13.931,32.875,32.994,7,110758_Semanal_2014_2024,Chile,Aysén
2018,3,13.522,32.954,13.176,14.027,32.905,32.997,7,110758_Semanal_2014_2024,Chile,Aysén
2018,4,13.449,33.013,13.248,13.878,32.924,33.056,7,110758_Semanal_2014_2024,Chile,Aysén
2018,5,13.674,33.026,13.025,14.336,32.994,33.077,7,110758_Semanal_2014_2024,Chile,Aysén
2018,6,14.195,33.013,13.375,14.757,32.965,33.102,7,110758_Semanal_2014_2024,Chile,Aysén
2018,7,13.79,33.027,13.319,14.238,32.962,33.08,7,110758_Semanal_2014_2024,Chile,Aysén
2018,8,14.429,32.888,14.186,14.684,32.817,32.954,7,110758_Semanal_2014_2024,Chile,Aysén
2018,9,14.529,32.811,14.38,14.743,32.749,32.857,7,110758_Semanal_2014_2024,Chile,Aysén
2018,10,14.39,32.822,14.099,14.592,32.805,32.836,7,110758_Semanal_2014_2024,Chile,Aysén
2018,11,13.495,32.89,13.126,13.988,32.836,32.921,7,110758_Semanal_2014_2024,Chile,Aysén
2018,12,12.847,32.961,12.722,13.027,32.934,32.978,7,110758_Semanal_2014_2024,Chile,Aysén
2018,13,12.674,32.957,12.649,12.712,32.921,32.971,7,110758_Semanal_2014_2024,Chile,Aysén
2018,14,12.412,32.901,12.091,12.78,32.867,32.954,7,110758_Semanal_2014_2024,Chile,Aysén
2018,15,11.815,32.843,11.625,12.067,32.778,32.876,7,110758_Semanal_2014_2024,Chile,Aysén
2018,16,11.722,32.769,11.632,11.801,32.748,32.799,7,110758_Semanal_2014_2024,Chile,Aysén
2018,17,11.508,32.787,11.361,11.567,32.754,32.806,7,110758_Semanal_2014_2024,Chile,Aysén
2018,18,11.215,32.684,11.075,11.329,32.626,32.741,7,110758_Semanal_2014_2024,Chile,Aysén
2018,19,10.96,32.583,10.801,11.052,32.521,32.659,7,110758_Semanal_2014_2024,Chile,Aysén
2018,20,10.63,32.484,10.537,10.711,32.412,32.622,7,110758_Semanal_2014_2024,Chile,Aysén
2018,21,10.449,32.657,10.298,10.57,32.617,32.729,7,110758_Semanal_2014_2024,Chile,Aysén
2018,22,9.876,32.665,9.699,10.18,32.608,32.723,7,110758_Semanal_2014_2024,Chile,Aysén
2018,23,9.569,32.736,9.332,9.716,32.644,32.786,7,110758_Semanal_2014_2024,Chile,Aysén
2018,24,9.091,32.735,8.979,9.21,32.686,32.777,7,110758_Semanal_2014_2024,Chile,Aysén
